episode,seed,policy,steps,final_mrr,final_cash,final_cac,final_ltv,final_ltv_cac,final_headcount,final_valuation_multiple,final_unemployment,final_innovation_factor,depression_months,cause,total_reward,avg_rule_40,pct_above_40,oracle_refresh_requests,cadence_refreshes,event_refreshes,cache_hits,llm_calls,scenario_id,scenario_label
0,0,boardroom,120,15640.283409216603,11825870.660351824,104.43136056410009,118.55758434987017,1.1352680239869075,63,0.7545852694965045,18.5,0.3340443664006449,49,Time Limit,-1532.1661536481467,-331.36380574866723,0.0,0,0,0,0,0,boardroom,Boardroom Baseline
1,1,boardroom,120,553179.4878887987,28220647.48059915,169.701765812879,518.1769959534005,3.053456712552811,83,1.2136125553903807,24.5,0.3132539478538567,74,Time Limit,-1449.7789379131837,-63.866450583893496,0.0,0,0,0,0,0,boardroom,Boardroom Baseline
0,0,oracle_v1,120,16423.43432217845,27836695.704918258,120.89235377301635,137.978019770642,1.1413295834218362,60,0.7545852694965045,18.5,0.33991778441573967,49,Time Limit,-1531.7107187433105,-284.04322407615757,0.0,38,11,26,4,34,oracle_v1,Oracle v1
1,1,oracle_v1,120,953817.8120821795,57212896.84295229,443.73499150492484,1005.9843277504784,2.2670836129886625,72,1.2136125553903807,24.5,0.34030896133275323,74,Time Limit,-1499.941071802429,-46.91471502057161,0.0,32,11,20,2,30,oracle_v1,Oracle v1
0,0,oracle_v3,120,16748.072562610854,34733012.85704583,120.89235377301635,138.02476529478176,1.1417162540646093,64,0.7545852694965045,18.5,0.3397276280769047,49,Time Limit,-1540.6293964859567,-283.90300062555696,0.0,39,11,27,2,37,oracle_v3,Oracle v3
1,1,oracle_v3,120,1144132.3692235115,69183689.01794815,549.8749553257757,1123.7581692025497,2.0436613057540955,72,1.2136125553903807,24.5,0.35391179444214,74,Time Limit,-1505.3592734467625,-42.41424140025105,0.0,32,11,20,1,31,oracle_v3,Oracle v3
