scenario_id,scenario_label,policy,month,reward_mean,reward_std,rule40_mean,rule40_std,n,reward_ci95,rule40_ci95
boardroom,Boardroom Baseline,boardroom,118,-23.712880447659014,7.454933082014133,-1864.2826592743152,2452.1649803190817,2,10.332010121744878,3398.5272728967266
boardroom,Boardroom Baseline,boardroom,119,-16.215590114350995,3.915631522573874,-1863.8311737341623,2447.9994012304182,2,5.426788420389992,3392.7540748232477
oracle_v1,Oracle v1,oracle_v1,0,-6.9359534814534545,0.000569958622573777,-71.60407343994243,2.027135302950677,2,0.000789922349754617,2.809466193434177
oracle_v1,Oracle v1,oracle_v1,1,-6.925135019555822,0.0046335191783904595,-79.29293880957047,12.145941176581545,2,0.006421729950323716,16.833415644913295
oracle_v1,Oracle v1,oracle_v1,2,-6.920526750537423,0.0036288817678252986,-102.50640216888658,8.640142092752242,2,0.00502937353606085,11.974626005832858
oracle_v1,Oracle v1,oracle_v1,3,-6.904174603034547,0.012606060137815142,-79.09357200132433,44.41709322073057,2,0.01747110799068924,61.55895052126828
oracle_v1,Oracle v1,oracle_v1,4,-6.8865352985497275,0.01923366740964658,-74.28151569412304,28.515065793639316,2,0.026656503038797675,39.51986492177932
oracle_v1,Oracle v1,oracle_v1,5,-6.872274009614153,0.006251118093980716,-58.97212046592776,2.821176758971264,2,0.008663607668733312,3.9099515057011547
oracle_v1,Oracle v1,oracle_v1,6,-6.852773313751447,0.012459153747319656,-48.17655460304191,15.890414612097967,2,0.017267506121048007,22.022991059037334
oracle_v1,Oracle v1,oracle_v1,7,-6.833019398221611,0.0160910571720888,-47.62796682510576,5.2442654394213415,2,0.022301067459975066,7.268181082931876
oracle_v1,Oracle v1,oracle_v1,8,-6.806538293495596,0.009260279122872094,-33.23626856768804,17.221661111451947,2,0.01283409208038762,23.86800457620048
oracle_v1,Oracle v1,oracle_v1,9,-6.786727460057598,0.012597237125525195,-39.125770545020885,3.5914652823389126,2,0.01745887991952064,4.97751693285429
oracle_v1,Oracle v1,oracle_v1,10,-6.76624108986763,0.008056873779948808,-40.14727571583726,4.461469685160748,2,0.011166257366533152,6.183281518133336
oracle_v1,Oracle v1,oracle_v1,11,-6.747738434775181,0.009857090655435557,-43.39295837213969,4.744583767316227,2,0.013661230664648902,6.575657617322764
oracle_v1,Oracle v1,oracle_v1,12,-6.729638344830235,0.008357960938128123,-40.20796079163668,2.0253925683158114,2,0.011583542878235641,2.807050886457058
oracle_v1,Oracle v1,oracle_v1,13,-6.710663087199022,0.007037643307906546,-38.72833429194039,4.806319261778883,2,0.009753676000921974,6.661218647400684
oracle_v1,Oracle v1,oracle_v1,14,-6.679497410483871,0.02210776097615688,-34.45371890068913,11.701462690865885,2,0.03063979349806004,16.217399892284796
oracle_v1,Oracle v1,oracle_v1,15,-6.649869079710007,0.03987131871159056,-34.87325136299172,8.305404979702503,2,0.0552588284781989,11.510704036030393
oracle_v1,Oracle v1,oracle_v1,16,-6.626515958705353,0.03701845749186296,-36.53872279317001,1.1924062987186255,2,0.05130496455026201,1.6525908163168443
oracle_v1,Oracle v1,oracle_v1,17,-6.598730958471778,0.023346021582618948,-34.53818233207694,3.374582157718623,2,0.03235593514260281,4.67693225769218
oracle_v1,Oracle v1,oracle_v1,18,-6.569068235217195,0.030620824539411652,-33.82558389489287,2.998467987510379,2,0.04243829764758918,4.1556646123931635
oracle_v1,Oracle v1,oracle_v1,19,-6.5406633440689745,0.0333737801371452,-33.795423140721866,1.8732988325000255,2,0.04625369944765637,2.5962597229932363
oracle_v1,Oracle v1,oracle_v1,20,-7.492103441803093,1.4481700781531848,-27.65322493619417,1.0176424485883655,2,2.0070613298441957,1.4103804773914268
oracle_v1,Oracle v1,oracle_v1,21,-6.468566948742616,0.020038386537303377,-33.28123711613703,2.4803858117875093,2,0.0277717868489463,3.4376393498487405
oracle_v1,Oracle v1,oracle_v1,22,-6.43549232205498,0.0029941664951556933,-30.889812932406116,5.575955533141603,2,0.004149703048143251,7.727880099394993
oracle_v1,Oracle v1,oracle_v1,23,-6.40782651660846,0.0020186561867546185,-31.91028303536381,0.6956748083618778,2,0.002797714737935202,0.9641560940069379
oracle_v1,Oracle v1,oracle_v1,24,-7.382281791086065,1.3958335553403447,-32.30115853941254,4.574759403996565,2,1.934526609882216,6.340293057851284
oracle_v1,Oracle v1,oracle_v1,25,-7.365288395839791,1.3928823452469468,-33.19094652587184,3.0183213434784997,2,1.93043644136951,4.183179959956526
oracle_v1,Oracle v1,oracle_v1,26,-7.347922264529222,1.3879337673381964,-33.49561261531359,3.52466370431967,2,1.9235780622963556,4.884934669184008
oracle_v1,Oracle v1,oracle_v1,27,-7.332811345105759,1.3863007316571372,-34.288976005304654,3.0341751633768883,2,1.9213147903125225,4.205152233329932
oracle_v1,Oracle v1,oracle_v1,28,-7.314678294006375,1.380330337883374,-34.119327779869415,3.912360196605175,2,1.91304024670191,5.422254593909153
oracle_v1,Oracle v1,oracle_v1,29,-7.299134453893878,1.3829937038749542,-34.85483253661183,2.4337996220070672,2,1.916731483642629,3.373074184870088
oracle_v1,Oracle v1,oracle_v1,30,-7.276042841673708,1.3919362768880368,-33.8486564384809,2.0787730237369804,2,1.9291252575194897,2.881032423198882
oracle_v1,Oracle v1,oracle_v1,31,-7.255854116698834,1.3886504686412433,-34.46756544370963,3.9428191081676798,2,1.9245713596252365,5.464468491619433
oracle_v1,Oracle v1,oracle_v1,32,-7.238452409403614,1.3833874146075331,-35.17135438752015,4.433190673184977,2,1.9172771388791403,6.144088807112023
oracle_v1,Oracle v1,oracle_v1,33,-7.222453185854645,1.3806644114604327,-34.63430415232922,2.6797751221357715,2,1.913503249057747,3.7139788353977363
oracle_v1,Oracle v1,oracle_v1,34,-7.202850823109908,1.3798773456929796,-35.31883784209077,3.808163006704471,2,1.9124124315565914,5.277844656372787
oracle_v1,Oracle v1,oracle_v1,35,-7.177394789694157,1.3732860561025706,-34.5221022332506,4.626222197491744,2,1.9032773702469519,6.411616850759401
oracle_v1,Oracle v1,oracle_v1,36,-7.162108416332739,1.378572442716971,-36.07222312874508,2.9011540365982142,2,1.910603928300064,4.020794357388832
oracle_v1,Oracle v1,oracle_v1,37,-7.139357821191959,1.3673348315864988,-35.22063966174729,5.261184944097242,2,1.8950293938720633,7.291630320053544
oracle_v1,Oracle v1,oracle_v1,38,-7.115434568468045,1.3513214315507573,-34.355261968992025,4.9237392994468445,2,1.872835953712017,6.823954516969787
oracle_v1,Oracle v1,oracle_v1,39,-7.096213931742319,1.354124083908365,-35.90602517359477,3.760148074603844,2,1.8767202317072675,5.21129935556312
oracle_v1,Oracle v1,oracle_v1,40,-7.076275178207348,1.3479083612225993,-36.57112256513255,4.210566035803696,2,1.8681056795715505,5.835546801239083
oracle_v1,Oracle v1,oracle_v1,41,-7.059740505327652,1.359869283256443,-36.961734780640015,1.8132748074351408,2,1.8846826717671248,2.5130706684845534
