episode,seed,policy,steps,final_mrr,final_cash,final_cac,final_ltv,final_ltv_cac,final_headcount,final_valuation_multiple,final_unemployment,final_innovation_factor,depression_months,cause,total_reward,avg_rule_40,pct_above_40,oracle_refresh_requests,cadence_refreshes,event_refreshes,cache_hits,llm_calls,scenario_id,scenario_label
0,0,oracle_v3,120,16638.920086766426,32541729.530285124,120.89235377301635,137.9735890333498,1.1412929331527835,63,0.7545852694965045,18.5,0.3439683339448062,49,Time Limit,-1534.3738455154937,-287.6010188246998,0.0,39,11,27,1,38,oracle_v3_case_study,Oracle v3 Case Study
1,1,oracle_v3,120,1182805.1379294142,71418510.8488755,590.2648373131326,1181.0469461004388,2.000876337944385,71,1.2136125553903807,24.5,0.35602033277570094,74,Time Limit,-1508.107394457666,-41.52103630598144,0.0,32,11,20,0,32,oracle_v3_case_study,Oracle v3 Case Study
