episode,seed,policy,steps,final_mrr,final_cash,final_cac,final_ltv,final_ltv_cac,final_headcount,final_valuation_multiple,final_unemployment,final_innovation_factor,depression_months,cause,total_reward,avg_rule_40,pct_above_40
30,30,random,37,303369.4969601288,-21780.333502610738,194.79428925703382,1387.1111824669008,7.120902711047077,37,5.955750000000002,8.0,1.0,0,Bankruptcy,-293.03242331195554,-112.67874946402003,0.0
31,31,random,59,465814.57141820097,-55363.69075872336,87.63897256065808,1948.08465070708,22.228519958500662,62,2.2550804991999973,19.0,0.19113716490515792,49,Bankruptcy,-716.8888027144623,-96.90076891459917,0.0
32,32,random,53,307209.82891969004,-38130.01842373691,147.1309106408682,966.498740575366,6.568971376344517,51,1.7764302811064792,14.0,0.3371930534309249,30,Bankruptcy,-566.8828128587054,-98.95357123513902,0.0
33,33,random,25,165921.94712354644,-32231.479007018905,95.98823728143651,2616.8498429696415,27.262192921587516,30,6.113381250000001,7.0,1.0,0,Bankruptcy,-222.13899580376915,-124.49063227198394,0.0
34,34,random,99,585692.5043129607,-64080.0911596939,69.34642435854362,352.43233174561533,5.082199046390991,94,1.032444145719845,17.5,0.17005260976924172,53,Bankruptcy,-1068.8573350335482,-98.47140973270878,0.0
35,35,random,39,321792.02274583984,-84096.18038471194,297.3483948194473,736.7008357450371,2.477567892008863,47,2.0506190984599972,11.5,0.8270858988220439,9,Bankruptcy,-336.22708256471645,-107.12888018658309,0.0
36,36,random,26,189286.15502324348,-24510.910359534697,83.61900603297477,1824.808310894509,21.822889286377123,30,9.100000000000009,9.0,0.9086860260769627,7,Bankruptcy,-233.72003850051638,-122.65202731641271,0.0
37,37,random,94,582759.677105804,-24996.854430451407,21.106455039322864,138.53625069358606,6.5636910810215605,87,1.2410489486299108,14.0,0.5733480731686119,17,Bankruptcy,-841.0286358485491,-104.936781004484,0.0
38,38,random,120,744819.0273694526,2035746.9465782421,28.346826764837477,103.81256460376144,3.662228773082095,109,1.2783846384302695,22.0,0.20546886823659063,45,Time Limit,-1166.325787782528,-96.12586812259966,0.0
39,39,random,104,585746.3009483964,-122751.88512946863,148.6548310699783,226.46941552197293,1.5234581607062871,99,1.0954590785229865,15.5,0.27052078437791055,36,Bankruptcy,-1032.7228554105516,-92.27092436129425,0.0
40,40,random,71,401796.3768509244,-121733.5958004563,52.320342720865455,158.92770913823972,3.0375892219616336,70,1.1140933920459386,16.0,0.3810282082213328,27,Bankruptcy,-794.6146658129022,-96.1582063349747,0.0
41,41,random,86,567373.580390955,-149087.42376060202,275.23567905231084,345.90586809946814,1.2567624564173085,87,0.9389772209604331,14.0,0.24256158076289094,40,Bankruptcy,-967.5086209568801,-95.12102438340436,0.0
42,42,random,27,203711.78501888964,-67964.15205780693,201.27658116237518,1623.7637106406967,8.067325573911468,30,4.866970000000003,9.5,0.9088881805689849,7,Bankruptcy,-239.44091647419842,-122.43157306070367,0.0
43,43,random,70,384342.88877808524,-7590.082906481461,18.172229107428517,364.96207611738794,20.083506209383927,54,4.218950187499996,10.5,0.7894954410596051,10,Bankruptcy,-543.5995562587823,-95.45277333259742,0.0
44,44,random,54,423731.02329240367,-13649.83283724304,192.76611514795076,1296.5380456487878,6.725964491496217,56,4.485524500000003,11.5,0.627169849600706,15,Bankruptcy,-480.28445053037973,-98.48649638514186,0.0
45,45,random,41,297473.3766572585,-49255.18442515604,177.3656458451089,1779.717604969054,10.034173170847628,41,3.9446309669140605,7.0,1.0,0,Bankruptcy,-395.13677071049455,-104.00785312538005,0.0
46,46,random,102,374394.9631841723,-77952.83497935429,118.89237745326835,137.7373085038162,1.1585041148492048,79,0.6121017930062795,22.0,0.1738441039537517,54,Bankruptcy,-1175.2901681960757,-95.83605825994185,0.0
47,47,random,25,207105.0584962883,-31008.502512044215,252.53027883744377,1245.4202736124485,4.931766120664436,34,6.030762499999999,8.0,1.0,0,Bankruptcy,-206.66671973119,-119.64903519165541,0.0
48,48,random,120,1099074.7079283027,14104404.605528722,774.3173400654558,1185.5455737982113,1.5310848827148735,112,0.9111583508407664,25.5,0.11331842489653692,95,Time Limit,-1417.3596976557221,-81.25792998182843,0.0
49,49,random,78,368591.2310594236,-40768.34693663695,61.856185038718735,228.13214842195825,3.6881056967732406,78,0.540713805590766,16.5,0.34986939403599193,29,Bankruptcy,-831.2583156893645,-95.65515690184473,0.0
50,50,random,109,597371.0907645366,-232580.7253907047,20.674992715536217,145.71265413746164,7.0477729372047575,121,1.9394611166422675,14.5,0.25284411540294416,39,Bankruptcy,-1127.3686934164023,-96.29605080336997,0.0
51,51,random,120,562272.3969211645,8932225.041130546,25.075099785651943,164.41353010567647,6.556844499568231,108,0.9093637984380838,24.5,0.12704584504512034,73,Time Limit,-1313.9014329021195,-83.62235231888299,0.0
52,52,random,34,303335.62254239473,-47837.54924779013,141.0678076087023,1973.0347840464583,13.986428353089002,44,6.506175000000001,5.0,1.0,0,Bankruptcy,-281.73164428910195,-107.84944888742638,0.0
53,53,random,60,444165.06498694676,-15956.683376289671,439.18885632149573,1613.575783453247,3.6739907222784236,55,6.317697187500003,9.0,1.0,0,Bankruptcy,-445.9880680885857,-100.32874207806705,0.0
54,54,random,52,431209.8771665521,-26448.29045603337,404.6204958895469,2457.5732153439026,6.073773425493428,56,2.870756480000004,12.5,0.42588566588627846,24,Bankruptcy,-510.40825136470306,-103.54097026387925,0.0
55,55,random,60,515571.29807653883,-17083.977407312836,222.39500139611405,847.9423784229606,3.8127762454186924,68,2.775036816974999,10.0,1.0,3,Bankruptcy,-468.01485847197705,-97.90379002690115,0.0
56,56,random,29,219289.91169218518,-36046.7653850886,154.24764921910653,1803.3861281210088,11.691498296737898,34,8.542500000000013,7.0,1.0,0,Bankruptcy,-254.1522126665541,-119.56619624260318,0.0
57,57,random,120,503454.19543355855,2764434.8948001927,25.542941325761493,103.96382570164575,4.070158732925264,105,0.5846963618291495,31.5,0.12841987608072286,74,Time Limit,-1395.1336203617582,-89.80675930127192,0.0
58,58,random,116,368964.0406934168,-507162.0899018124,21.38420574562098,32.31947475981977,1.5113712963801844,114,2.3577119914598117,11.5,0.6271262469190252,15,Bankruptcy,-1084.6345100637277,-97.53981793612289,0.0
59,59,random,102,636687.5625949907,-148252.5847740433,89.7299379951199,297.5163666265663,3.315686751536006,97,1.5374922347446272,14.0,0.30263053528290174,33,Bankruptcy,-1018.3001945357844,-90.15045394128124,0.0
60,60,random,36,363561.84489430167,-14989.39743540471,169.0873000588347,2251.9378640166515,13.31819635911792,46,4.224340000000005,12.0,0.5759847772560985,17,Bankruptcy,-319.5252294287821,-107.85056220713403,0.0
61,61,random,113,744110.4964907251,-43.16289711801801,17.701446076896598,176.53324592490713,9.972814941673782,105,0.5637343543226313,21.5,0.12605631799389605,68,Bankruptcy,-1262.4059951851334,-101.65415746723323,0.0
62,62,random,120,1113112.260700442,18119493.03649897,14.281405902450448,152.56637829511385,10.682868293025411,129,5.122557563099307,7.0,1.0,0,Time Limit,-840.513512234942,-70.64264064405494,0.0
63,63,random,64,230954.46350116646,-121184.2301741605,107.67197732824803,184.49038797134645,1.713448499314825,55,1.2763010926091183,12.0,0.8264334000861471,9,Bankruptcy,-668.0623433422345,-98.48183807896595,0.0
64,64,random,120,999078.9184261861,4574288.727110644,30.544190558463942,212.65897128893468,6.9623377604945516,120,1.8660110197841906,17.5,0.1629254958730544,56,Time Limit,-1184.4304839271335,-92.6347150710946,0.0
65,65,random,22,190501.19389488528,-35567.58974217079,48.37061660338705,3317.9876261596096,68.59510709498119,30,6.062974999999998,5.0,1.0,0,Bankruptcy,-176.4644032487865,-130.29942993659162,0.0
66,66,random,25,243167.15965319975,-11155.55868384079,146.78641417800998,2185.885453381033,14.891606049659192,34,5.998018749999997,7.0,1.0,0,Bankruptcy,-221.38710651301616,-118.64735471845579,0.0
67,67,random,64,420341.16458233213,-27092.762992581585,704.4635511279938,1052.2253411118518,1.4936547667044213,58,1.924091399252799,12.0,0.4829510422534913,21,Bankruptcy,-619.9798062712878,-105.75192852649378,0.0
68,68,random,36,312407.33411867666,-12258.133988193527,105.24328709859053,1237.8258375793419,11.761565717913799,43,7.059624999999999,9.0,1.0,0,Bankruptcy,-320.5430007680738,-107.17350068051523,0.0
69,69,random,120,579494.0050329451,804145.6009431994,20.50524803604966,81.48303526211387,3.9737649171012706,112,1.1629412410246893,14.5,0.2765257398861021,36,Time Limit,-1105.1205148301244,-91.26360495543986,0.0
70,70,random,30,200904.93242449965,-47744.32735309037,6500.549411295759,2231.3903161000862,0.3432618037211876,35,3.2157720699999968,11.0,0.4309247888845655,24,Bankruptcy,-421.66937220202396,-112.36282466008265,0.0
71,71,random,76,611737.1963106658,-3821.5351614984684,236.90019702311636,722.2049389694492,3.048562002246784,79,1.7066814826496004,15.0,0.6268611642670656,15,Bankruptcy,-645.7357453818042,-103.31399231223114,0.0
72,72,random,85,632585.3766356662,-57489.22087148717,81.75539550207313,268.6500729818767,3.2860225472833084,86,2.3839736821361677,10.0,0.9086846124186713,7,Bankruptcy,-735.3323694368189,-96.81690608505295,0.0
73,73,random,109,699924.1335438038,-76050.95035878255,17.477114335772175,73.60927659651027,4.211752305461934,114,0.8458111201047492,15.0,0.294263467499781,34,Bankruptcy,-988.9656138463737,-96.21090636152996,0.0
74,74,random,23,291344.0156318318,-8275.294559631206,60.086950759495785,4563.973778528734,75.95615555191858,35,8.200000000000008,6.0,1.0,0,Bankruptcy,-197.53966684923034,-121.9385567568132,0.0
75,75,random,83,581960.9624568375,-57837.05620061862,57.47872844257871,570.8560960679886,9.931606205211624,85,2.4074746119307022,12.0,0.7530603612837243,11,Bankruptcy,-689.1428802894953,-96.05170537573817,0.0
76,76,random,120,974220.4578439235,14795512.259304598,860.9530227556135,192.3635730935701,0.22343097475618437,109,0.8366488158655344,26.5,0.16808788559947066,57,Time Limit,-1216.0912099114562,-80.31395717525365,0.0
77,77,random,93,662797.6008051115,-103991.1249125523,133.9735816842442,132.88894651422237,0.9919041115689646,100,2.421970985239,11.5,0.9085653612048047,7,Bankruptcy,-757.1249844100969,-96.83424967309443,0.0
78,78,random,120,785189.5120447152,13947569.057462232,114.86765432765341,82.56078046768538,0.718746987138655,117,1.5612482625101833,19.5,0.15786871116629328,59,Time Limit,-1270.5002042632768,-81.12521406111682,0.0
79,79,random,21,225942.8398073533,-25575.389017063426,54.98665134621513,3978.528063516194,72.35443450567655,30,9.000000000000007,5.0,1.0,0,Bankruptcy,-179.32112462169084,-132.4476817399911,0.0
80,80,random,120,903244.3775851376,281840.22822503326,242.28849808292404,191.9758861878585,0.7923442000212247,127,2.991522336511995,13.5,0.2635742960304223,37,Time Limit,-1085.330484533055,-94.97633992452005,0.0
81,81,random,59,377741.10933991283,-65094.78169351048,138.17548456605928,1014.2357303074893,7.340200278600079,54,2.5778531840000025,15.5,0.32434281594461944,31,Bankruptcy,-631.1852257761401,-99.05387648629628,0.0
82,82,random,86,572460.6410405845,-132954.9366724987,62.98392004350777,456.12906384064377,7.241992297804913,85,1.4088645446799368,14.0,0.1277815520366808,75,Bankruptcy,-1055.2835282292415,-101.74323388859808,0.0
83,83,random,90,501555.1869744684,-173882.63862562634,52.16280551596047,271.15916627566446,5.198324047058718,91,1.8581464073032616,14.5,0.5508007885101674,18,Bankruptcy,-900.3087106555421,-96.18009198354561,0.0
84,84,random,40,290358.8015289638,-84830.42099828017,148.61156909070306,1135.7607321391233,7.6424785707358165,48,4.333060004687496,8.0,0.4286231349195582,24,Bankruptcy,-410.82640001052073,-102.3746004109144,0.0
85,85,random,110,466993.82820308994,-86065.53905687726,875.2217313016597,133.86733671565216,0.15295248270008113,105,0.9912679142974584,19.5,0.11911452872340327,81,Bankruptcy,-1362.3883704859045,-95.42237212379872,0.0
86,86,random,45,289290.89385339076,-42002.00950147025,194.68306165281723,817.1046950229219,4.197102141736827,43,3.107174872098436,8.0,1.0,0,Bankruptcy,-440.9784802296196,-106.48402215381864,0.0
87,87,random,94,659715.0926730752,-44584.10768324963,87.00080175631095,619.301675964987,7.118344468820524,100,0.9284311766417543,21.0,0.1678572772647669,54,Bankruptcy,-1055.285295646534,-97.31885569863081,0.0
88,88,random,38,332313.7211161107,-9477.456206239993,29.559442978940506,1939.3723358871669,65.60923144826728,44,9.050000000000008,5.0,1.0,0,Bankruptcy,-323.814722217066,-113.78237972468052,0.0
89,89,random,44,356085.5263849008,-14973.156293257896,89.44502016054655,988.0190104346381,11.04610417283404,46,2.4613716799999987,14.0,0.6014025345099179,16,Bankruptcy,-424.3268480189594,-100.4632435552412,0.0
90,90,random,29,225153.93452633946,-30857.258258554823,55.8968175947942,1965.5256098058198,35.163461792301995,31,7.246375000000008,8.0,1.0,0,Bankruptcy,-219.61450996547913,-122.68314459663588,0.0
91,91,random,120,991482.3711514922,5370176.258010805,34.16404972364185,132.96318041954893,3.891903374895779,123,0.7515966709810843,25.5,0.11376514212949054,90,Time Limit,-1430.8688608899538,-90.64509982412328,0.0
92,92,random,22,166264.57554532273,-28677.023488554958,61.048268795689694,2833.892276133275,46.42051825609446,27,5.739050000000001,6.0,1.0,0,Bankruptcy,-196.71152720696185,-136.6083492988481,0.0
93,93,random,120,1017636.605085306,21908670.569186993,128.33926357037143,325.69083250252896,2.5377333751330515,130,1.511650953943006,12.5,0.5734593785896368,17,Time Limit,-1018.1736144135208,-73.36981570662711,0.0
94,94,random,25,177289.95572992304,-23462.872862378397,108.54351724032088,2807.7887288036695,25.867862035344608,27,7.360000000000001,8.0,1.0,0,Bankruptcy,-212.29957591004603,-128.14508335055822,0.0
95,95,random,120,1039535.442384723,21667938.384566326,58.49910453115741,185.977593178874,3.179152820703774,117,1.0610319245127013,20.0,0.14800520726192073,63,Time Limit,-1214.4087015634686,-68.31340801466331,0.0
96,96,random,81,609680.5691474403,-17426.904462537612,59.12163187885684,689.3783640345096,11.66034059152968,78,4.836352750000006,9.5,0.6569312746034098,14,Bankruptcy,-699.899480081179,-99.17726499374966,0.0
97,97,random,98,637411.8130955596,-39539.424138095696,62.17345823906539,403.66343736063754,6.492536345790785,103,1.2505463484771038,19.5,0.19397313308881378,48,Bankruptcy,-1057.3794911003965,-94.6853397401593,0.0
98,98,random,28,259384.20483214926,-43987.50578644115,53.111983345450014,4071.337903350511,76.65573090859341,37,10.0,7.0,1.0,0,Bankruptcy,-221.79212324730622,-112.30478136728536,0.0
99,99,random,100,431951.571905768,-199506.4281292779,59.99926734571499,132.1524779007665,2.2025681936965276,100,1.004592754948192,21.0,0.1421336422487626,62,Bankruptcy,-1161.7024545646375,-96.34256872518286,0.0
100,100,random,66,410544.23200476356,-91461.25605626212,184.86193158266934,434.9360735760125,2.35276170627651,73,1.0863573623552651,15.0,0.6860709801431079,13,Bankruptcy,-593.1658334916285,-95.27035362923684,0.0
101,101,random,120,1028110.3535824466,7862009.749029738,7.050092953255807,65.82507901280971,9.336767536151562,128,1.3586784683510995,16.0,0.2205278084003801,44,Time Limit,-1071.8060920219168,-85.9361341979154,0.0
102,102,random,120,1209788.341531776,15717832.907873087,45.627865936956965,371.5421331381352,8.142877724140922,122,1.8514649686632703,28.0,0.14143394349660415,65,Time Limit,-1283.4343083312642,-82.06491391449572,0.0
103,103,random,119,635491.8167336625,-46668.03147502581,1038.8108824448072,101.60653890615036,0.09781042981280935,126,0.8260976009362795,16.5,0.30420922991695587,33,Bankruptcy,-1140.362691211389,-94.57406798709998,0.0
104,104,random,78,487917.80259670847,-73925.77424557472,284.9848252774257,959.049127255352,3.365263839300009,76,1.3282505233612798,14.5,0.3273462348464211,31,Bankruptcy,-754.9976459528112,-99.4463262827274,0.0
105,105,random,30,279517.13577714475,-11702.529927785392,36.84617733616863,2597.106795447126,70.48510817695534,36,6.965875000000006,6.0,1.0,0,Bankruptcy,-224.98433438580184,-114.1156872553848,0.0
106,106,random,84,604844.2070374297,-82613.12437021092,172.6221531496415,234.74371598055487,1.3598701655462602,85,1.7393855291663378,16.0,0.2202586862766353,43,Bankruptcy,-937.3323946015463,-103.0445522459979,0.0
107,107,random,89,480513.315169163,-3665.4006740589393,647.2749048946135,502.4835425700955,0.7763062321285384,84,1.096840949682469,17.5,0.1866808873500608,50,Bankruptcy,-1098.2897358192004,-96.74262213827006,0.0
108,108,random,112,409922.39303543215,-277638.8141979249,194.5572100938733,140.16312650537,0.720421136989689,110,1.402574380537538,17.0,0.2806443319691839,35,Bankruptcy,-1138.695635592506,-100.80410587608597,0.0
109,109,random,120,764344.9761306825,11570654.63991668,54.14865268236801,185.46356146251955,3.425081738421731,115,1.193467771005304,20.0,0.1786500811873268,52,Time Limit,-1217.764296583743,-83.5906786386143,0.0
110,110,random,45,331446.4263212965,-43399.643351563835,68.62115648503477,990.0940123195796,14.428407550017086,49,2.608674559999999,15.0,0.3253121681287086,31,Bankruptcy,-480.1567780934992,-102.36192723805088,0.0
111,111,random,56,424713.8481199083,-49520.14204490074,1771.0055129408267,1243.6152158883901,0.7022085514704675,62,1.6317302420454394,15.5,0.28409807152842687,35,Bankruptcy,-606.0803091510013,-100.92058207021354,0.0
112,112,random,113,873771.8928907755,-324.51082784787286,15.911397336584631,160.2698741644043,10.072646089724644,120,1.3439944391273089,20.0,0.1736664358449345,53,Bankruptcy,-1210.272112084637,-98.28442792439829,0.0
113,113,random,40,323417.0389414071,-42072.74876720901,209.99218038934518,1496.423493857811,7.126091510090051,42,6.834618750000002,8.0,1.0,0,Bankruptcy,-338.33770471959207,-108.0586686246772,0.0
114,114,random,84,526367.1651890026,-4645.939930081717,16.34919139831523,187.45663216336476,11.465804491265665,79,1.3141809616752886,12.0,0.4830935962497036,21,Bankruptcy,-758.7175374296006,-95.10105638925691,0.0
115,115,random,107,600863.7610797543,-247293.68706446886,59.3786974142418,264.5665194400264,4.455579710587773,113,1.1211880816176347,23.5,0.12074957345092603,84,Bankruptcy,-1306.8981252913654,-90.31614786074795,0.0
116,116,random,52,328531.9953358923,-12162.428632575553,120.36468678665857,698.6884047609256,5.804762371868436,52,2.2617257881599975,13.0,0.34894083144346877,29,Bankruptcy,-574.501599586819,-98.29779914444913,0.0
117,117,random,36,316429.08500633325,-1578.2972672134638,298.72799763204614,1502.9245870233206,5.031080444205722,44,6.247812500000007,8.0,1.0,0,Bankruptcy,-270.28890623749413,-105.7283314271497,0.0
118,118,random,104,737382.9364847217,-186497.89374902297,32.750429549542886,104.93788161048012,3.2041680995889346,113,1.1387414968335572,15.5,0.4300210307268492,24,Bankruptcy,-901.2497893963855,-95.25589123751851,0.0
119,119,random,47,363706.23557597416,-11688.596626201761,104.91074677163722,581.1409767520048,5.539384616306221,50,1.939051175797687,11.0,0.9532112082007904,6,Bankruptcy,-410.704773266909,-103.40289724815128,0.0
120,120,random,102,508764.86878920405,-159208.22897759767,22.762425465874866,77.41416926505045,3.4009631083079777,94,1.1022427004546156,17.5,0.22535084275536366,43,Bankruptcy,-1044.54279765212,-94.97525992195038,0.0
121,121,random,38,240114.96953300486,-27090.030764804746,150.47764616384987,900.4708727661166,5.984083986704745,37,1.6932858042879986,11.0,0.5498835840658687,18,Bankruptcy,-394.4892055382132,-108.76010074012231,0.0
122,122,random,120,1320298.6854557202,20073516.158067666,34.36692724455571,204.33985870232175,5.945828594108383,116,1.6848307953664037,17.5,0.425479368640399,24,Time Limit,-983.7152157689293,-78.79865013544777,0.0
123,123,random,23,189613.9740361495,-43035.743004010816,40.02617804734501,2337.5321467096096,58.40008366386261,30,8.027500000000007,7.0,1.0,0,Bankruptcy,-203.60382217157058,-130.34284595995786,0.0
124,124,random,50,367550.32875375054,-44515.28460573242,199.9026661979346,1385.3792245131995,6.930268869658094,57,6.3804000000000105,9.5,0.9086656218041216,7,Bankruptcy,-409.0728525460095,-97.36303177253357,0.0
125,125,random,62,446940.9807457473,-95845.24645745044,133.85668495017583,913.3099037117463,6.82304289884139,68,2.8159335551999978,13.0,0.46272293742676673,22,Bankruptcy,-569.3227316975124,-97.21716969653124,0.0
126,126,random,67,405944.5307392391,-54174.31837811199,80.70308930353579,597.0447789878962,7.39804119198369,63,1.9559737440255995,15.0,0.3150790214310354,32,Bankruptcy,-723.6082458795368,-96.42841296829299,0.0
127,127,random,120,1229009.4329513232,13472378.37935945,47.83270787828344,133.225929003754,2.7852474784150782,118,1.6219622290554885,16.0,0.3647232996294568,28,Time Limit,-1015.5558400993397,-83.39751567453126,0.0
128,128,random,94,211673.7673395114,-284998.3236414386,61.11631348656404,73.38267148327934,1.2007051357803504,82,0.7237032191309497,16.0,0.21509865481535634,43,Bankruptcy,-1156.172286462321,-106.57079961141206,0.0
129,129,random,93,744349.8701994938,-52222.131447982625,67.17285805251056,253.56725759651727,3.774846938897522,104,1.3671474487950073,19.0,0.19870069734373955,47,Bankruptcy,-942.1726299197179,-93.21151596307826,0.0
130,130,random,57,437546.4534169853,-29772.799877062207,199.59579672753011,1545.2395675192433,7.741844231462763,59,3.6435956799999962,13.5,0.6280382455037655,15,Bankruptcy,-485.1993426346478,-103.77602047274911,0.0
131,131,random,17,119438.54668851123,-13001.23461213318,164.32814802500303,2013.0465305301768,12.250162584585848,25,6.855999999999999,7.0,1.0,0,Bankruptcy,-142.58855895523158,-158.60650720307822,0.0
