episode,seed,policy,steps,final_mrr,final_cash,final_cac,final_ltv,final_ltv_cac,final_headcount,final_valuation_multiple,final_unemployment,final_innovation_factor,depression_months,cause,total_reward,avg_rule_40,pct_above_40,oracle_refresh_requests,cadence_refreshes,event_refreshes,cache_hits,llm_calls,scenario_id,scenario_label,post_shock_avg_rule40
21,21,boardroom,120,238087.43582374704,31023857.541124377,79.490940463914,190.5338118542611,2.3969248664350187,64,1.2423822757097605,20.0,0.3139410151073329,70,Time Limit,-1570.0184264590516,-70.38587708589833,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-41.90500169255556
22,22,boardroom,120,3233576.2100509596,90988823.41115354,132.1655523412748,328.45429740727997,2.4851732663224753,99,0.4567872688165678,24.5,0.42052613745373607,83,Time Limit,-1343.3396845181096,-41.32968143685817,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-43.29290731650074
23,23,boardroom,120,703215.5246314993,40985202.339584544,743.296576950012,1091.6061224931736,1.4686010353665144,71,1.2674115270222557,34.5,0.3147777756709585,80,Time Limit,-1567.2589032579467,-53.651614180699546,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-42.34199936355956
24,24,boardroom,120,979582.5513842658,58844164.11576733,58.496985931771135,107.3794420472898,1.835640594757027,76,0.8577762752764508,25.5,0.3605557661479657,59,Time Limit,-1318.3955348363704,-46.71786335225908,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-41.29374959276799
25,25,boardroom,120,5044148.9601434935,123975091.75832419,303.18142701148,624.1997368717741,2.058832373158989,104,1.1297404023500073,32.0,0.4473539548234774,88,Time Limit,-1299.8359049061744,-38.34698508838983,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-42.276481943739164
26,26,boardroom,120,240212.70671017747,8725807.457396489,402.6264623772934,456.6940004533804,1.134287095182088,65,0.697636653750688,39.0,0.30931886132054986,90,Time Limit,-1662.57953274808,-90.39509983711393,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-58.034322604123275
27,27,boardroom,120,576371.0241190395,12942337.915885478,77.00389666979925,182.1784063189097,2.365833603202053,78,1.5943640386863236,27.0,0.3098889016001935,87,Time Limit,-1436.508953044508,-75.13341345691188,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-58.30265285407423
28,28,boardroom,120,2981018.467254578,77909158.00689729,235.26695324892106,660.9148911392638,2.8092126072631696,97,1.0479884761878644,20.5,0.41355826237529436,80,Time Limit,-1349.7006567134126,-44.492325366406554,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-47.299509901747115
29,29,boardroom,120,1154124.882622361,61976246.635053635,565.774558819435,985.922519341062,1.7426066689854742,62,0.8073999283754971,33.5,0.35095445749448956,85,Time Limit,-1633.7422646518971,-43.33516573340448,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-40.76454963602356
30,30,boardroom,120,585545.1824465657,20840971.684210423,24.222801324446174,51.82397898690156,2.139470918031255,79,0.5815323057335864,29.5,0.3093869408310516,107,Time Limit,-1549.2566601953226,-68.1244477762811,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-56.853030202337884
31,31,boardroom,120,2776643.8948588995,80520597.3740868,156.3847034171147,483.4065440485727,3.091137006918215,97,1.86205256914445,15.5,0.41167335123383436,70,Time Limit,-1305.1046277429007,-43.17385767886181,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-44.96559665983122
32,32,boardroom,120,199133.55539344065,2416265.4829021804,270.10721793095786,482.33402111189406,1.7857131875505212,46,0.8607362820771438,45.5,0.3093189096241243,78,Time Limit,-1652.4099286670498,-101.19467164385118,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-64.78568493040943
33,33,boardroom,120,330603.36808954785,9473008.60424791,12.973709651505203,84.66536246783622,6.525917778498564,74,1.1751295759949456,25.0,0.3094517296553551,92,Time Limit,-1593.7349731688432,-86.68011006064077,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-56.612289352589904
34,34,boardroom,120,2657049.6445809472,75533759.5623622,166.47574312117635,562.7538886006633,3.380395714413717,97,0.875641270424999,23.5,0.4048393107635827,79,Time Limit,-1348.8914848222828,-43.95846972868249,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-43.67980718157057
35,35,boardroom,120,256249.70211889377,8157429.720755241,112.57189979225775,392.3647824514799,3.485459365752529,65,0.6537287545935437,43.5,0.30925968085133115,93,Time Limit,-1684.8459923854195,-90.42463829930293,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-59.271318784454735
36,36,boardroom,120,3400232.2105863746,123991761.06359911,296.48650249902096,169.37274081057575,0.5712662781710781,81,0.8231743817098863,23.0,0.4534938926756764,40,Time Limit,-1146.945041521217,-34.260980964591745,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-34.398653682014185
37,37,boardroom,120,2422117.447341068,53055254.01049746,60.08971495470425,510.1848915942559,8.490386282891079,104,0.914938958481565,25.0,0.3923270270573644,109,Time Limit,-1458.6933334282287,-53.465260812607326,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-53.272920442532964
38,38,boardroom,120,997886.056554619,36626209.96392022,121.30386631059498,346.41755169976375,2.855783267556961,81,1.5311363444572166,34.5,0.3319489307400671,78,Time Limit,-1456.0308006462305,-56.16399981061242,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-50.17764732694603
39,39,boardroom,111,20041.07571477126,-337494.10258993343,0.0,174.94712113924143,0.0,47,0.8576655906854298,26.0,0.30839720190598513,76,Bankruptcy,-1630.3274175411912,-261.3816698854826,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-62.08521463359523
40,40,boardroom,120,2041459.9471709507,81443499.44807525,1331.6973972758367,923.0420377605344,0.6931319680046977,83,0.840201805183445,27.5,0.39985087146899506,96,Time Limit,-1532.825206096911,-41.76585252501651,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-43.58479189646976
41,41,boardroom,120,692982.8512267811,39505190.9052463,579.1298384919611,1264.587253470937,2.1835988571472833,69,1.2477045962302062,33.0,0.31340877981287957,65,Time Limit,-1543.0850275887055,-54.35584192981473,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-42.638752456528906
42,42,boardroom,120,226467.7938314429,21161081.490406,76.85885072391035,177.60879308429008,2.310843727318928,76,1.2691042381897464,21.5,0.31084085779078857,92,Time Limit,-1574.8091222052283,-82.26374054745969,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-48.11910259035218
43,43,boardroom,120,1717892.7009004673,57492740.27999725,128.245733753448,400.5179049118109,3.1230505155189427,87,0.8710199339320741,30.5,0.3832442190091781,72,Time Limit,-1391.4752187811018,-48.984525477921274,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-45.49236588079477
44,44,boardroom,120,149247.27197542627,13901052.22905536,661.5217908672563,304.979279751847,0.46102680812981023,63,1.0995691423159972,39.0,0.3094517307166289,88,Time Limit,-1761.556981169882,-97.68884652463134,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-46.69089350005367
45,45,boardroom,120,249393.7774077551,47627218.603672676,90.3489786776123,149.09925243096833,1.6502594120404137,67,0.8949592497310751,22.5,0.34897197202399194,43,Time Limit,-1386.2213343146434,-62.29474267285694,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-36.494325037513846
46,46,boardroom,120,4210355.545692281,96788523.56986639,179.71783381470698,792.1965373039963,4.408001813113151,104,0.7358808442541658,32.5,0.43292233299955724,96,Time Limit,-1366.806791444088,-43.25180688109855,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-48.60019674952509
47,47,boardroom,120,201158.99697242465,3920469.3946709614,236.89748737415147,459.2952712048276,1.9387933417775143,62,0.992629752524676,33.0,0.31108507504824756,68,Time Limit,-1536.3025446232423,-106.09805582910326,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-55.996189676769376
48,48,boardroom,120,2829097.1782392403,86978300.93982102,105.16241953525291,292.26250182572073,2.779153457264717,98,2.1407421227520036,17.5,0.4141255068390302,78,Time Limit,-1198.8654497547652,-41.884874710989166,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-42.64147736885217
49,49,boardroom,120,1985779.873009811,56105233.99621602,245.08252575498952,461.0484822063907,1.8811968776072745,88,1.128471412193194,22.0,0.3850790719728827,72,Time Limit,-1379.5658036201578,-48.94177439570855,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-48.070851236074624
50,50,boardroom,120,241197.71534927955,3850984.2831074614,149.80057209163695,757.2293726803216,5.054916427269079,60,1.111106421079294,34.5,0.3092597630545117,79,Time Limit,-1633.9978187229774,-96.82611118358564,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-64.83740445034425
51,51,boardroom,120,195055.98289389114,21167007.88973218,363.02108741788254,286.72085292380507,0.7898187264084569,65,0.7989057633686043,26.5,0.3115340662259511,79,Time Limit,-1674.389899331427,-81.74050033511614,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-50.341437456492514
52,52,boardroom,120,3237306.872366931,87193252.1819524,191.22386644378423,286.1868914553297,1.4966065521923886,97,0.650397450775578,21.5,0.4245270605764845,63,Time Limit,-1250.0960762661769,-44.48292197644158,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-44.48133475969292
53,53,boardroom,120,581326.4374772831,26287820.164927926,90.67356689813133,455.6462137756308,5.0251272709667845,81,0.7112520262930409,38.0,0.3100930691054412,89,Time Limit,-1547.6671092527872,-64.41543367976858,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-49.826875606093544
54,54,boardroom,120,2259862.9810421816,47557896.44074378,38.8534807254099,167.6761553292985,4.315601902293389,93,6.19264000000002,21.0,0.3873764000834399,103,Time Limit,-1268.3583421594883,-55.731649218995685,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-55.218836610260446
55,55,boardroom,120,2146795.1752112983,77663417.49426441,296.80157456622317,469.14390506145827,1.580665148920164,88,0.5582163374651371,23.0,0.40524074402048366,67,Time Limit,-1329.4718547899818,-44.10301302274456,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-43.89511015757234
56,56,boardroom,120,328535.1712376633,12165543.829486987,101.22230523264356,485.2671945582132,4.794073731505154,71,1.4553608785253087,32.0,0.30931912516493354,60,Time Limit,-1641.3627982378403,-82.70675045946636,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-53.23193650676808
57,57,boardroom,116,11971.65140635412,-289953.18894402974,0.0,56.51871034054147,0.0,55,0.4854412187261383,28.0,0.30896953824248635,81,Bankruptcy,-1680.6819443305783,-293.41395243344715,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-60.74089115642979
58,58,boardroom,120,4328420.439680824,100789734.34953654,111.19509993788405,591.5773373566957,5.320174519265358,111,1.2351552554752907,19.5,0.43649265764286727,96,Time Limit,-1315.1918424696323,-43.265503571004004,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-51.4746076355906
59,59,boardroom,120,278356.20869286766,17152181.76257847,490.31529863829587,1232.293254424289,2.5132669893160893,68,1.3813647593909473,35.5,0.3093397838931102,82,Time Limit,-1676.7105459209847,-79.48287964961388,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-51.054134250407394
60,60,boardroom,120,53089.94558425032,12490170.150761824,85.06295829788323,177.83979116180186,2.090684296906558,63,0.6502882209438505,19.0,0.3321571448182363,50,Time Limit,-1457.7806321513094,-182.31528077652018,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-45.91225033383436
61,61,boardroom,120,3415108.3084658193,114308456.2919368,960.7510629540366,1183.142365737212,1.2314765097416447,85,1.820286268637294,17.0,0.4563464779359586,37,Time Limit,-1193.632177017503,-34.41567209065513,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-36.40048065822274
62,62,boardroom,120,425653.5979239186,20096451.725907933,436.59159631640784,772.2804050402863,1.7688851813826418,75,1.247987664633546,35.0,0.3098428924136401,74,Time Limit,-1583.7935447540124,-71.70181271642792,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-50.98294987709932
63,63,boardroom,120,782285.1586549239,19547543.457426745,30.806435194182683,73.55250191247754,2.387569397395476,81,0.5484124666566456,30.0,0.3105278390130978,87,Time Limit,-1430.2149993631174,-66.60025208388119,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-57.20585092751097
64,64,boardroom,120,2136379.376162086,57053206.46128709,170.6620118015211,328.3200273300426,1.9238026310850995,104,0.6145328294989575,24.5,0.39062106708297845,96,Time Limit,-1412.8394947526742,-50.232785317682236,0.8333333333333334,0,0,0,0,0,boardroom,Boardroom Baseline,-51.24239733466655
65,65,boardroom,120,167257.7582483169,16075376.158521555,207.73503713573731,205.1510989108649,0.987561375006836,67,0.6015302408446797,37.5,0.3092074035772094,72,Time Limit,-1725.8993249738464,-89.05186566982943,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-48.390030732506744
66,66,boardroom,120,272130.3779434628,46153849.062852986,113.0922924146657,337.6755812385217,2.9858408033714263,64,0.7133372393754084,25.5,0.3174313273992744,67,Time Limit,-1532.2802223608828,-61.7680175450974,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-36.262729980534054
67,67,boardroom,120,2660432.5463795727,74936530.84941767,529.4710026281641,868.9645979002772,1.6411939342984794,96,1.3936699598642892,23.5,0.4072621578026461,96,Time Limit,-1452.6555107810589,-45.29876429385272,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-50.76939729005659
68,68,boardroom,120,609735.5423517508,37036598.93427561,92.5685218523511,307.37341140758923,3.3204960526198835,85,1.6811204114530969,28.5,0.3257768162333968,45,Time Limit,-1395.4196170118798,-57.81711561493141,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-42.88367952544125
69,69,boardroom,120,277165.20929235197,11393281.612452244,76.01391993909411,131.58577899441943,1.7310747702506604,72,0.8300017187739394,23.0,0.3087923688244508,108,Time Limit,-1578.38632474818,-81.65866151667804,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-57.034770251294816
70,70,boardroom,120,2555358.674014034,77106776.84239946,146.2243813211006,196.4887620335081,1.3437482877908693,95,0.4695927330211106,24.5,0.41119582684416556,68,Time Limit,-1304.0501316647417,-44.6785689687978,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-46.604841088234096
71,71,boardroom,120,376120.97180049965,6766245.49239798,77.59833078491204,350.81480437639976,4.520906581725223,51,1.0127704990084103,36.5,0.31024530226918906,76,Time Limit,-1533.00661515895,-83.75400054842412,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-60.6784143462291
72,72,boardroom,120,239319.19239206245,9779427.63955821,107.74544428935772,186.0121738603665,1.7264040729259804,74,0.7385431246530351,21.0,0.31125885066081566,78,Time Limit,-1502.1406365918444,-89.65921428128256,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-54.829508087189055
73,73,boardroom,120,4153518.818579955,108098194.41264747,67.58558352708515,408.777374930106,6.048292455243612,110,0.9360991851657878,26.0,0.4377467152467372,94,Time Limit,-1266.908880965563,-41.65625679487903,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-46.32602090676273
74,74,boardroom,120,1029318.691253592,62191700.74122737,2127.072521220335,1496.7293783134594,0.7036569573353155,68,1.1752286979374595,30.0,0.34536923946429604,73,Time Limit,-1509.362342624952,-43.155490235470324,0.0,0,0,0,0,0,boardroom,Boardroom Baseline,-38.625509275496555
0,0,oracle_v1,120,16878.593319887364,45220934.423218325,126.93697146166711,144.4987778984522,1.1383506021497327,63,0.7545852694965045,18.5,0.3373240909789782,49,Time Limit,-1545.7436826957353,-269.5907541001308,0.0,40,11,28,4,36,oracle_v1,Oracle v1,-31.478174501847807
1,1,oracle_v1,120,1080601.199010744,64517996.426211916,529.8436284626513,1117.1962739777011,2.108539602937685,72,1.2136125553903807,24.5,0.348791466694403,74,Time Limit,-1510.6450876395809,-43.59465773423775,0.0,32,11,20,2,30,oracle_v1,Oracle v1,-34.72917649522233
2,2,oracle_v1,120,2090061.7801382823,100539398.23232186,554.1943471555021,1333.5602863106965,2.4063043824886057,59,1.767365396068711,34.0,0.39316192284828155,93,Time Limit,-1644.986416007838,-32.55936144814367,0.0,24,11,12,1,23,oracle_v1,Oracle v1,-31.22503311412461
3,3,oracle_v1,120,270880.37668674625,41050341.811057225,113.25362329521899,333.06034025215837,2.9408360682992694,67,0.5561222371462791,29.5,0.32042010531060916,102,Time Limit,-1743.854485065661,-62.80157407809789,0.0,42,11,30,5,37,oracle_v1,Oracle v1,-42.03582485088579
4,4,oracle_v1,120,9587556.63192828,261897654.8943956,520.0336952478925,594.5171924848482,1.1432282137053649,90,1.0229757167841267,24.5,0.4822030375213674,72,Time Limit,-1163.5385633152412,-23.236892383290947,0.0,29,11,17,1,28,oracle_v1,Oracle v1,-26.336598521784957
5,5,oracle_v1,120,602617.6165142783,56348371.36328868,178.2076595412958,372.85725248742426,2.0922627761744583,69,0.848352504862432,38.0,0.32678672455006824,91,Time Limit,-1609.6791192219946,-47.473918673655504,0.0,30,11,18,3,27,oracle_v1,Oracle v1,-38.17912598739545
6,6,oracle_v1,120,35570.10600170005,38494385.71812865,47.08834704011258,100.92544362688758,2.143321011903719,60,1.1097674951210392,23.0,0.3185162078111587,79,Time Limit,-1745.022403460366,-162.87289433422333,0.0,42,11,30,4,38,oracle_v1,Oracle v1,-33.242681269736266
7,7,oracle_v1,120,2769404.0373806837,80303209.48031916,839.87848996781,759.2413047018354,0.9039894624887165,95,1.1294695404185615,21.0,0.40901461755554774,96,Time Limit,-1446.1310032930685,-44.44980630707411,0.0,27,11,15,1,26,oracle_v1,Oracle v1,-45.48725051280215
8,8,oracle_v1,120,266605.4942003038,25907596.972693972,109.35295646751763,351.93594090293675,3.218348659896327,77,0.8015706223358455,38.0,0.3132014364286471,67,Time Limit,-1581.9295459239218,-74.17111414499554,0.0,35,11,23,5,30,oracle_v1,Oracle v1,-44.45763339104654
9,9,oracle_v1,120,352180.67397538223,25253103.586651888,91.20612741790387,86.90439454281686,0.9528350452226023,78,0.4747429450578612,30.5,0.3136977493969747,99,Time Limit,-1611.084831666726,-70.10828716782848,0.0,32,11,20,2,30,oracle_v1,Oracle v1,-49.99833637241633
10,10,oracle_v1,120,2395990.5579550057,85535896.36984949,415.1312781492728,893.3222789382122,2.151903086948297,80,0.5252789947049405,25.5,0.4050549444862691,89,Time Limit,-1509.3401075478457,-41.177795481483265,0.0,34,11,22,4,30,oracle_v1,Oracle v1,-43.20972029671729
11,11,oracle_v1,120,301807.78245268983,6377054.3522375785,32.50673430456319,132.68509099218466,4.081772402882032,60,1.0718186604036979,40.5,0.314155279449423,82,Time Limit,-1557.7241531887712,-88.06740591749143,0.0,31,11,19,2,29,oracle_v1,Oracle v1,-64.77702151145434
12,12,oracle_v1,120,1635491.0531035988,191295787.9973319,130.62266494753646,163.88820192439402,1.254668950371043,72,0.8370862531538332,17.5,0.43777947070485457,38,Time Limit,-1285.6038506732195,-25.14657783173212,0.0,29,11,17,1,28,oracle_v1,Oracle v1,-23.79842947265674
13,13,oracle_v1,120,2975800.885793667,107652620.44731052,354.1368986582483,588.42738532835,1.6615816865110078,83,1.2948641784715105,20.0,0.4197016239280041,94,Time Limit,-1513.7480268812333,-35.993871220118855,0.0,25,11,13,1,24,oracle_v1,Oracle v1,-38.899530140471775
14,14,oracle_v1,120,872043.8875015324,71448942.73362702,593.4558594891088,649.5067075103083,1.0944482173778725,63,0.9258628301408492,37.5,0.334752963133865,84,Time Limit,-1677.0790979458075,-41.07660410314274,0.0,30,11,18,1,29,oracle_v1,Oracle v1,-33.377079962934744
15,15,oracle_v1,120,2656228.805228261,120106941.90776254,101.32456571994865,230.05747411541802,2.270500470253924,64,0.6834004654703412,20.5,0.4202045569805257,56,Time Limit,-1318.6822889346956,-33.20532510650299,0.0,26,11,14,2,24,oracle_v1,Oracle v1,-27.792678179600696
16,16,oracle_v1,120,8524122.772319457,238753203.53384152,558.3711357362108,586.5992207312194,1.0505543413482323,85,0.8825264085547955,25.0,0.4778861587583814,72,Time Limit,-1259.7274490209486,-25.36248203553646,0.0,28,11,16,2,26,oracle_v1,Oracle v1,-26.207198684434168
17,17,oracle_v1,120,2332511.8637090847,119148288.56083502,808.1554352880538,1290.3543452301776,1.59666604824634,59,1.2721613529373095,30.5,0.40312638667510875,83,Time Limit,-1642.3364535235664,-30.327335833216754,0.0,25,11,13,2,23,oracle_v1,Oracle v1,-28.45661377652327
18,18,oracle_v1,120,3370892.4144565966,211555405.17665336,207.25400470396633,228.24732111212518,1.1012926936593814,90,2.7611349364520064,12.5,0.5798574534321169,20,Time Limit,-948.2934600509859,-24.23464429475255,0.0,25,11,13,1,24,oracle_v1,Oracle v1,-24.406780044724712
19,19,oracle_v1,120,4692798.293486063,132444911.65921965,230.75500164693673,658.8223346912616,2.8550728261105385,97,0.7610403163387518,27.0,0.44393772607710047,96,Time Limit,-1331.582841332947,-35.12482328520605,0.0,28,11,16,2,26,oracle_v1,Oracle v1,-41.47573130757028
20,20,oracle_v1,120,898909.9383520714,91343138.1993129,524.6207848470223,1001.8296334392799,1.9096262717296077,54,0.8374351579886019,33.0,0.346592200097721,60,Time Limit,-1657.2452232367204,-33.855327926469535,0.0,27,11,15,2,25,oracle_v1,Oracle v1,-28.286098763283857
