episode,seed,policy,steps,final_mrr,final_cash,final_cac,final_ltv,final_ltv_cac,final_headcount,final_valuation_multiple,final_unemployment,final_innovation_factor,depression_months,cause,total_reward,avg_rule_40,pct_above_40
29,29,heuristic,120,1454517.3838816131,72834026.33235766,54.516014608785795,183.47303692539285,3.3654888062162995,109,0.8073999283754971,21.5,0.05870911202830917,68,Time Limit,-1176.2597818896259,-42.00237643846486,0.0
30,30,heuristic,120,1027303.7991903165,27121706.935257353,23.85795382295422,102.3803489275011,4.29124600069428,96,0.5815323057335864,29.5,0.025236412068924408,107,Time Limit,-1438.501059929742,-60.759435319199596,0.0
31,31,heuristic,120,1316366.8146960246,64282608.2779557,42.425443738071515,242.92854877705318,5.726010793825953,106,2.736225796595333,15.5,0.11257887925498286,51,Time Limit,-1081.1064690809114,-45.100419719487185,0.0
32,32,heuristic,120,234409.56613175344,9323429.19691956,31.807327150686604,78.89086598779363,2.48027335381089,76,0.6205424204288187,26.5,0.035375813552447635,86,Time Limit,-1463.7135191312573,-84.53690353685609,0.0
33,33,heuristic,120,913413.1217481983,23223571.774722382,12.017862282586123,140.439436114542,11.68589161801585,104,1.1751295759949456,25.0,0.031302635854166226,92,Time Limit,-1411.0507946730038,-65.20315856737594,0.0
34,34,heuristic,120,1059639.4236295472,47768477.84289197,62.71778212593195,285.6302748701391,4.554215171330802,106,0.9782085199037784,23.5,0.04317657525646534,78,Time Limit,-1283.221328349611,-51.13515605483743,0.0
35,35,heuristic,120,398977.28007214965,12416726.215122193,140.77375590796808,155.05841520091576,1.1014724598403582,85,0.7202899176875033,27.5,0.031302635854166226,92,Time Limit,-1484.32890170011,-78.0057536855044,0.0
36,36,heuristic,120,2753985.2862442494,105824926.49796994,39.09757259033441,182.1992410424344,4.660116446397422,113,0.8231743817098863,23.0,0.182761716307855,40,Time Limit,-922.3604889169159,-36.17848768047164,0.0
37,37,heuristic,120,915407.2825362161,17792839.76662395,36.22268833710122,355.4970271011166,9.814208812795309,92,1.0289432069537834,25.0,0.024725861892204277,109,Time Limit,-1491.6782345986783,-69.30604400818564,0.0
38,38,heuristic,120,1843929.9955561066,57877113.50198561,22.98339399641563,165.2600825781717,7.190412460576746,116,1.5311363444572166,22.5,0.037933592129987044,83,Time Limit,-1179.9789356200254,-48.032008877159235,0.0
39,39,heuristic,120,213900.59941831016,6552461.88888844,83.70961853790989,201.97808341219354,2.4128419999993547,64,0.9702126016660926,27.5,0.0361850668973133,85,Time Limit,-1525.7654746736557,-91.24329946002405,0.0
40,40,heuristic,120,393265.1246173903,25065927.68628489,254.525055230618,304.81713170436467,1.1975918497618179,99,0.858853391801244,27.5,0.03020062885838502,94,Time Limit,-1479.56356622158,-69.84234697162532,0.0
41,41,heuristic,120,2331878.6578059793,109656849.01258136,53.7453245929006,228.27908503916802,4.247422204038975,110,1.6461008629289757,16.5,0.2198286892308746,36,Time Limit,-961.7211484911204,-34.8244280224508,0.0
42,42,heuristic,120,870643.4888010614,36315193.36423369,85.40502995857302,245.52248777706953,2.8748012604897375,104,1.2691042381897464,21.5,0.031302635854166226,92,Time Limit,-1386.9458671631037,-57.45567702103699,0.0
43,43,heuristic,120,703439.4328887828,48832901.713397816,27.841492403406896,176.169639318626,6.327593247015327,99,0.9546141161671908,30.5,0.07265887506308549,62,Time Limit,-1211.821755193311,-52.31350124873428,0.0
44,44,heuristic,120,181693.74716786252,22729812.240676876,114.3102245213673,166.58043591950994,1.4572662823208093,81,1.126375591977404,21.0,0.09163577198261993,56,Time Limit,-1428.3523227220844,-84.59816773671425,0.0
45,45,heuristic,120,1453112.3420389667,78144172.32966006,40.56669376035353,122.95446751488194,3.0309215791957707,107,0.8949592497310751,22.5,0.15954782651944716,43,Time Limit,-1053.9588264901292,-41.096606984175516,0.0
46,46,heuristic,120,1296455.3626089203,37532609.92613331,43.31966416697696,327.50290750790333,7.560144193305225,114,0.7495041961373637,32.5,0.031302635854166226,92,Time Limit,-1355.4416569382781,-56.40241770494686,0.0
47,47,heuristic,120,300078.1837127684,12081523.755352052,60.34912819835371,155.81166434654924,2.5818378657340686,78,0.6078442883306158,23.0,0.040916859168959964,80,Time Limit,-1477.1650062740637,-78.93341939302667,0.0
48,48,heuristic,120,1957396.4741059449,62549398.39728527,46.933874880060735,473.8626164944482,10.096388114243744,117,2.1407421227520036,17.5,0.04317657525646534,78,Time Limit,-1117.5019564186496,-46.32444220899347,0.0
49,49,heuristic,120,888112.4931854386,34197715.15918711,101.97850102318746,247.25003597489902,2.4245309893178395,97,1.1998116159085281,22.0,0.07543039480324788,61,Time Limit,-1283.4428898111098,-57.33739084018224,0.0
50,50,heuristic,120,402160.07046850596,13851654.700040901,58.928462160925676,374.41601677571447,6.353738126632846,84,1.0197181593989286,21.0,0.04317657525646534,78,Time Limit,-1417.1257004835522,-76.53939033051856,0.0
51,51,heuristic,120,842788.3768965349,32807812.13205616,149.05970107758966,241.04585252403112,1.6171094587031283,104,0.7989057633686043,26.5,0.042017746493642066,79,Time Limit,-1349.5004431673233,-58.87820248059833,0.0
52,52,heuristic,120,1668844.9548999264,67739054.42851654,55.0703031211901,155.38030575431065,2.821489931013708,105,0.6889417096533164,21.5,0.07834778400341882,60,Time Limit,-1124.5131872299198,-44.929248316716226,0.0
53,53,heuristic,120,1258253.578827234,77677539.46723373,51.26002949578019,94.45467493959045,1.8426574441859445,103,0.6436290699405501,19.0,0.139644817762111,46,Time Limit,-1052.698441732601,-42.146915600943785,0.0
54,54,heuristic,120,1419401.2393062587,32755502.678158417,22.236633586131372,320.83637844594745,14.428280126270908,105,6.19264000000002,21.0,0.026428940316816973,103,Time Limit,-1228.1144973218413,-58.779493203175406,0.0
55,55,heuristic,120,821567.0730141868,53017372.31730085,53.462643310587396,162.46832214146445,3.038913006931146,105,0.5796034475240291,23.0,0.06752463474443465,64,Time Limit,-1189.5737041511788,-50.16383887977687,0.0
56,56,heuristic,120,1284132.2177659667,52952542.43206474,20.731525579526142,106.21269194677195,5.123245346288676,108,1.0920142102279935,19.0,0.23034598866407852,35,Time Limit,-1077.6246505097656,-49.86180341816569,0.0
57,57,heuristic,120,179758.42867549363,8980063.3521168,19.714639752478952,92.03934365242588,4.668578518704746,79,0.4906823799847285,29.0,0.0361850668973133,85,Time Limit,-1475.1929305301458,-90.3834659154707,0.0
58,58,heuristic,120,1658121.718314797,43922925.96709015,34.67576857048667,342.8400161869979,9.887019965832764,114,1.776518741317632,19.5,0.05318822492527157,71,Time Limit,-1143.4080017718766,-53.58243844421296,0.0
59,59,heuristic,120,1246501.326470279,56959046.222874515,108.84716671647699,305.4816653472679,2.806519219218454,109,1.5060428019130763,20.0,0.09163577198261993,56,Time Limit,-1119.028268714339,-48.23702744573606,0.0
60,60,heuristic,120,613481.6664055027,35619695.1036654,42.86795731644045,159.95982140187047,3.7314542473084824,104,0.6502882209438505,19.0,0.11745145184735038,50,Time Limit,-1165.286029270751,-59.55032089506826,0.0
61,61,heuristic,120,1844841.426992044,89179434.27864905,133.06839057948088,333.2231041526528,2.5041492025382306,109,2.608498920838634,17.0,0.2782496925764272,31,Time Limit,-1005.6394866417065,-38.07331439324977,0.0
62,62,heuristic,120,604586.5917044512,23737280.699624956,71.62754607928434,183.3110571809463,2.5592257059601033,98,1.01987470573459,29.5,0.031302635854166226,92,Time Limit,-1455.9703738763315,-65.61620444612058,0.0
63,63,heuristic,120,1152555.734894691,25792390.83569899,24.23457604665594,135.21423920066613,5.579393629183126,98,0.5484124666566456,30.0,0.034607022874825255,87,Time Limit,-1316.9245525146039,-61.344128780492916,0.0
64,64,heuristic,120,701560.1312167638,18123990.524832707,83.15109506280076,180.3838685709082,2.169350487022105,102,0.6429538508454644,24.5,0.03318283814452979,89,Time Limit,-1378.3796453803675,-70.2341240624803,0.8333333333333334
65,65,heuristic,120,325861.7706638986,24356090.76251394,194.58418669611834,136.1060143009506,0.6994710958373356,82,0.5282908199124321,32.0,0.03387667173108399,88,Time Limit,-1552.2774991194717,-68.3166668787103,0.0
66,66,heuristic,120,1197036.086662462,65931382.164436884,49.18719930389502,255.07497621590596,5.185799960676094,106,0.7133372393754084,25.5,0.06074643371400965,67,Time Limit,-1190.3614740526505,-44.06924710999025,0.0
67,67,heuristic,120,792318.1903290118,25476327.618452355,219.4582318339733,446.56720054799285,2.0348619271016193,103,1.4327922231274621,23.5,0.037933592129987044,83,Time Limit,-1383.6437839437965,-64.19874585229356,0.0
68,68,heuristic,120,1954580.4848269061,88937755.10804988,23.24698697944316,213.20937901941187,9.171484425398809,111,1.7962070983619387,26.0,0.07265887506308549,62,Time Limit,-1100.2299136954093,-37.93582692974072,0.0
69,69,heuristic,120,701289.2056980142,17404356.552910317,74.71350606616268,201.67465173789546,2.6993064889673644,92,0.8300017187739394,23.0,0.024974591465478188,108,Time Limit,-1445.5212394865132,-69.16868657005956,0.0
70,70,heuristic,120,1166399.6673795474,55853275.269513145,47.037256971414116,95.1924161648682,2.023766314067152,106,0.5277536947536662,24.5,0.11745145184735038,50,Time Limit,-1124.4188954799167,-48.42510876385699,0.0
71,71,heuristic,120,1101220.4376782302,25819666.994142547,58.09331150725119,163.2011191704089,2.809292755673572,101,1.102326868243736,27.5,0.03703691252348769,84,Time Limit,-1331.8863548198597,-62.38436640402928,0.0
72,72,heuristic,120,947433.127891376,33117275.652514428,167.83878142552703,303.11418244082654,1.8059841704422976,104,0.7385431246530351,21.0,0.04317657525646534,78,Time Limit,-1304.8146264301909,-58.21840010880087,0.0
73,73,heuristic,120,1007097.275247205,32722491.70120041,22.735673875101167,110.65496396307321,4.8670193182290635,107,1.1641636568453502,24.5,0.03318283814452979,89,Time Limit,-1310.7234985672335,-58.620717908187025,0.0
74,74,heuristic,120,2938527.5676377076,140709386.0621295,22.517389936702482,258.4194257618123,11.476437832637012,117,2.991627153407999,13.0,0.30614924385199693,29,Time Limit,-814.3795654986473,-30.0509186258529,0.0
75,75,heuristic,120,794295.9981895282,32336799.63470494,59.08562891572492,231.6542756730162,3.920653463863939,102,0.767924827236762,23.5,0.04995237299505759,73,Time Limit,-1299.3741109178147,-59.078791376433564,0.0
76,76,heuristic,120,988299.4332808116,37854823.6169654,37.40114731720253,85.60839804757995,2.2889243830283426,105,0.6768813569103337,22.5,0.0361850668973133,85,Time Limit,-1323.2154001424526,-55.933139282445374,0.0
77,77,heuristic,120,362107.5314209284,11753692.223194364,20.832602693813904,97.6461156950374,4.6871779359586565,79,0.8086309859855605,26.5,0.030737504061457914,93,Time Limit,-1459.1623899261383,-77.77121292442082,0.0
78,78,heuristic,120,1075047.5118922652,29273212.713693302,39.91552489110214,184.90605888172627,4.632434607491408,108,0.7167365802468897,24.5,0.03703691252348769,84,Time Limit,-1328.3347980813205,-60.858908707113876,0.0
79,79,heuristic,120,1433464.6743750868,76923817.14665039,24.437679473484597,116.52254178698385,4.768150835001061,105,1.1844162257738637,14.5,0.2782496925764272,31,Time Limit,-1008.2353011285157,-41.50436024273164,0.0
80,80,heuristic,120,698560.8172215539,17859939.288529634,54.36061496915584,239.17774716696982,4.399835198749665,95,0.988245365197596,24.5,0.034607022874825255,87,Time Limit,-1412.1324884821286,-69.96544449648124,0.0
81,81,heuristic,120,1654012.5028203276,64585213.805100344,198.63077819865475,468.05623864671185,2.3564134566225134,111,1.4893932937523806,20.5,0.04995237299505759,73,Time Limit,-1187.3913149251366,-44.65477956475703,0.0
82,82,heuristic,120,1913146.0184496394,78278898.6831292,69.65326837668705,351.73755173135567,5.049835563051371,111,0.7028633969700053,24.0,0.15954782651944716,43,Time Limit,-994.87110149695,-41.51969715669379,0.0
83,83,heuristic,120,2244826.75215717,103697565.58138517,26.79007082944243,164.65515843481307,6.146126282497774,116,1.8808682693425667,8.0,1.0,0,Time Limit,-770.8129522646844,-36.67628259802132,0.0
84,84,heuristic,120,1597105.2385965588,46026230.19789061,36.03717597158777,163.97931693819092,4.55028210499831,114,1.1236114944822537,20.5,0.048454754345304704,74,Time Limit,-1205.3714729852559,-52.59063933044631,0.0
85,85,heuristic,120,1539263.0412880434,63455792.71255253,70.33790214957091,361.70617167670554,5.142407729300071,103,0.8261435609350524,22.0,0.035375813552447635,86,Time Limit,-1319.8344313365062,-43.87173893230305,0.0
86,86,heuristic,120,953291.1441333777,26995849.31222203,38.53502011873662,168.6556378038001,4.3766848254945065,102,0.7424539536509053,25.5,0.0325236962373033,90,Time Limit,-1372.307397720663,-61.098559378183595,0.0
87,87,heuristic,120,978272.9107255384,41328415.608041614,49.675394462306755,231.36052264481265,4.657447115399696,106,1.5418377061791335,24.5,0.07265887506308549,62,Time Limit,-1208.804872523724,-54.20467290514845,0.0
88,88,heuristic,120,2009316.4170417818,67648338.35736506,28.54363889706561,469.89452891249147,16.462320400248558,115,0.8579665635665752,21.0,0.05677365642689371,69,Time Limit,-1099.2084288982467,-44.23736104013915,0.0
89,89,heuristic,120,1097502.8238143206,48320605.95174512,47.20625495143359,216.93331412513777,4.595435802910474,105,0.8809412326224441,20.0,0.06074643371400965,67,Time Limit,-1199.790016190231,-51.105459134489884,0.0
90,90,heuristic,120,698139.0534708243,19873185.631424394,47.8094653159416,195.80262508786717,4.095478244609832,95,0.4767336491441851,23.5,0.04995237299505759,73,Time Limit,-1321.0794719178868,-67.28490391910412,0.0
91,91,heuristic,120,1455340.0853724026,81952615.98102035,51.29694807715785,281.2098516436971,5.4819996546523155,105,1.120932760723486,26.5,0.05870911202830917,68,Time Limit,-1202.2179029310773,-39.46489495111998,0.0
92,92,heuristic,120,1725907.354083636,71915340.21306181,119.35190153892106,471.71200669862606,3.952278938302455,112,0.956219711330164,23.5,0.06514840300721292,65,Time Limit,-1104.3590511465375,-42.82079480093633,0.0
93,93,heuristic,120,1200926.6570910562,31599533.965266075,26.85513191773086,197.80714944937927,7.365711330532653,110,1.3162450682644011,23.5,0.03189751142543813,91,Time Limit,-1285.6521625148703,-59.09619969590569,0.0
94,94,heuristic,120,2580908.5518993316,115985950.95126098,16.0644496290102,231.858973092531,14.43304803133905,118,0.8176145102276323,24.5,0.08805398338348894,57,Time Limit,-1023.1107357335082,-33.511284377870695,0.0
95,95,heuristic,120,1267830.9354690348,38650676.46058841,16.170686816908432,73.73925128734571,4.560056856103496,108,0.7075289639046002,28.0,0.040916859168959964,80,Time Limit,-1275.7596872978572,-55.326420574566754,0.0
96,96,heuristic,120,1444169.0573714213,57857771.03811708,23.861180725135192,121.99709776928825,5.1127854557833095,108,1.3548556460620809,17.5,0.09163577198261993,56,Time Limit,-1132.4793153537596,-47.80954101939901,0.0
97,97,heuristic,120,1176779.023096191,57062180.15810854,68.42494869763944,255.07497621590596,3.72780661251275,105,1.4514358582947657,20.0,0.08465128421431449,58,Time Limit,-1155.4257225603187,-46.90246682756033,0.0
98,98,heuristic,120,1139885.8731288512,27187481.722966652,22.889026140375343,110.3789707760539,4.822353301495416,107,1.1158640043692167,29.0,0.030737504061457914,93,Time Limit,-1353.0421472232863,-61.614538858971464,0.0
99,99,heuristic,120,3545454.0816131514,127384849.52891494,15.284186278379206,101.67085855539243,6.65202953586182,117,3.818381142799995,11.5,1.0,5,Time Limit,-671.2320424696652,-33.65639814700616,0.0
100,100,heuristic,120,1352645.8712381925,51334498.30264506,15.53442280998543,300.00700733249124,19.31240130400266,104,1.5430417846477293,22.5,0.04703201662803947,75,Time Limit,-1264.6066416614015,-49.15972436711247,0.0
101,101,heuristic,120,417937.1566615905,25184677.907359906,400.7170832709232,208.36262325939035,0.5199743957971396,93,0.6625677415286427,27.5,0.03703691252348769,84,Time Limit,-1442.0238994417393,-66.97177430384968,0.0
102,102,heuristic,120,964531.9481830992,27878147.176673833,152.01128705399887,317.36697207793225,2.087785573219929,101,0.8229628677510172,20.5,0.03387667173108399,88,Time Limit,-1359.7206443490918,-61.379402679866914,0.0
103,103,heuristic,120,1374138.4029747187,57330197.5966119,31.794592298069038,66.36532615861114,2.08731489734,113,0.871370127534881,26.0,0.03887746539998636,82,Time Limit,-1214.4778116065645,-46.98682096059918,0.0
104,104,heuristic,120,655294.0880332694,15953823.542356428,34.42408673586159,302.2542591218403,8.780313082553452,85,0.9840950840986117,29.0,0.027893052161130714,99,Time Limit,-1457.3583736034575,-71.2240549004325,0.0
105,105,heuristic,120,1182668.9254127392,41785319.82392968,128.43408752734334,291.3483873398598,2.268466206666765,105,1.1145119644156032,18.5,0.034607022874825255,87,Time Limit,-1338.2167933120124,-53.380690826369324,0.0
106,106,heuristic,120,1063292.08941846,50562107.22684802,16.35673621669032,255.07497621590588,15.594491030284443,105,1.3675139750363314,22.0,0.03703691252348769,84,Time Limit,-1311.764396117433,-49.97076262072273,0.0
107,107,heuristic,120,507310.047818668,31660454.324460465,23.821486675659486,97.54309433099614,4.094752592862498,96,1.284290966907591,17.5,0.13366257687400543,47,Time Limit,-1149.8244789938958,-61.903317231471114,0.0
108,108,heuristic,120,767570.1964074115,45506910.77990811,28.01917769062658,110.79952192614914,3.9544173333543458,105,0.7092396863395294,22.0,0.04703201662803947,75,Time Limit,-1278.228177221707,-53.31084513316361,0.0
109,109,heuristic,120,1767356.4811183806,61200416.61518547,21.666949218365403,197.8071494493792,9.129441688159464,112,0.7823064962852854,24.0,0.06514840300721292,65,Time Limit,-1130.4660439573622,-46.04693971666152,0.0
110,110,heuristic,120,1179877.8752073413,57458891.12343754,17.539086090039522,114.72344102445169,6.541015902168548,99,1.018534754717452,19.5,0.06074643371400965,67,Time Limit,-1259.4255512599866,-46.071344128988116,0.0
111,111,heuristic,120,1669580.0716885887,89751266.71310422,67.34413042210139,111.84061408005742,1.6607329158318587,106,0.6580313028889283,23.5,0.07834778400341882,60,Time Limit,-1099.1586966121836,-37.75345340044058,0.0
112,112,heuristic,120,1988485.3101128936,68482830.67535587,24.40818550122279,145.3277016362786,5.954055930499137,111,2.4698572251647946,15.5,0.2782496925764272,31,Time Limit,-889.2433936318093,-45.921644012937136,0.0
113,113,heuristic,120,1616680.048877824,72400142.16966863,34.45433866536007,217.40865241825543,6.310051530225283,111,0.7902276838205045,22.5,0.06289098285685227,66,Time Limit,-1148.9673570355449,-42.47420196708968,0.0
114,114,heuristic,120,1025356.5975287104,24689165.245387346,16.056189483180745,122.26441444424347,7.614783979244793,106,1.1839800540987977,22.0,0.028745764167457857,97,Time Limit,-1350.5670071874904,-63.81094287407264,0.0
115,115,heuristic,120,1880665.8800726729,87321321.02564389,29.75535503326639,102.07445580403706,3.43045665863903,106,1.3095142463242526,14.5,0.5495528859093838,17,Time Limit,-916.273288673006,-39.53124258878915,0.0
116,116,heuristic,120,1237977.4670370717,52167207.322456524,102.3596880222757,201.41891486669905,1.9677562403557336,111,0.7065621674171736,27.5,0.05870911202830917,68,Time Limit,-1183.385499541826,-49.231275071669934,0.0
117,117,heuristic,120,193315.51279786893,12620162.161958706,93.45393469297294,201.97808341219354,2.161258207862069,81,1.0211220224751036,23.5,0.07002593130993122,63,Time Limit,-1380.4209937689297,-95.4603467105267,0.0
118,118,heuristic,120,966810.1224122634,23301888.867796015,36.70351729875636,226.01468498770151,6.157848119786593,91,0.7310645349260668,28.5,0.024489568797594063,110,Time Limit,-1536.2181914821067,-63.163310868121656,0.0
119,119,heuristic,120,1146378.7415056413,31969442.60997911,164.8045098196608,468.0562386467118,2.84006935950289,107,0.9597986176496786,35.0,0.026107493300976125,104,Time Limit,-1447.8873548247666,-58.92018988066925,0.0
120,120,heuristic,120,870811.6732688831,42233510.2271781,47.561862024416165,114.54322344420842,2.4082998135230067,98,0.9267925700915609,19.5,0.07543039480324788,61,Time Limit,-1220.7520083333065,-53.17844663925093,0.0
121,121,heuristic,120,1359236.3308691443,36320908.54056236,21.679765683431853,181.3345768560099,8.364231399170043,105,1.1150239762376017,33.0,0.0325236962373033,90,Time Limit,-1357.546314537846,-57.235880220289886,0.0
122,122,heuristic,120,1269333.319315616,36700995.61240314,145.08964006128397,319.8340511849239,2.2043893075331233,110,0.648648475104484,31.0,0.0325236962373033,90,Time Limit,-1340.1212410703638,-56.586284357736716,0.0
123,123,heuristic,120,115528.88964783079,5458289.71721545,170.9868358996184,117.46811732819263,0.6870009419740061,65,0.5789093237555302,31.5,0.026767305596649447,102,Time Limit,-1679.7009698445204,-104.3059568491211,0.0
124,124,heuristic,120,298358.363550953,40628104.977099866,97.38007733854266,202.2342258168698,2.076751542451551,89,0.6996098385424057,20.5,0.07543039480324788,61,Time Limit,-1330.364742990135,-64.04569803675518,0.0
125,125,heuristic,120,1041470.6106167462,43844117.21921938,90.27262944579583,158.15018384101694,1.7519173287843373,102,1.4523081816073375,24.5,0.045680415796637494,76,Time Limit,-1310.5667826338122,-52.58014186792208,0.0
126,126,heuristic,120,474506.15555984864,12362920.112882346,226.45553983485664,295.65608091576297,1.3055811358440206,78,0.759359193566028,25.0,0.042017746493642066,79,Time Limit,-1376.6492621826897,-75.57184274355241,0.0
127,127,heuristic,120,689112.5560709466,26743017.278379414,35.98008058045725,114.54322344420846,3.183517701914852,102,1.026341257059938,24.5,0.06074643371400965,67,Time Limit,-1297.6866949133803,-63.1584629798844,0.0
