episode,steps,final_mrr,final_cash,final_cac,final_ltv,final_headcount,interest_rate,consumer_confidence,competitors,quality,cause,total_reward
40,31,207309.82799716806,-432.43078377255006,54.14141980841636,3610.070427551621,34,3.5746396536913543,76.39340270098344,8,0.1,Bankruptcy,-252.73472315203333
41,48,416223.90195335395,-7828.609490737377,468.3646571183555,4289.8758509872605,53,4.393534551326212,-61.50671648841365,10,0.1,Bankruptcy,-350.3531304250061
42,22,174871.3239761559,-33133.256944464956,161.05061323760341,4799.3439520733045,26,5.127100207139877,50.18658072158841,12,0.1,Bankruptcy,-201.4279374953668
43,120,1034773.5865854,2643695.4839510648,113.65497941014935,2528.294507386901,115,19.072910405051587,-31.561230897799163,37,0.1,Time Limit,-880.7033302265329
44,120,1285611.549624265,8579386.169857815,46.163441156163785,2603.2007505513284,131,16.837507713613633,-102.1925208674754,27,0.1,Time Limit,-840.6653718365881
45,56,412332.01301338134,-25595.86129322555,6659.026774313344,4254.007673240215,59,5.293050905831681,-4.893389529457085,17,0.1,Bankruptcy,-448.4852771296851
46,120,1409609.0854364159,27264297.71536817,98.21035959091864,4943.213119548943,105,11.917304612176311,-108.74185830898895,26,0.1,Time Limit,-813.5544322299817
47,120,1442586.4583452563,19513061.60217338,55.36625814747352,4129.776595609442,115,15.452927363626044,-88.72215267957345,29,0.1,Time Limit,-805.4672821565584
48,34,272345.2923507609,-35629.60498239414,321.0023527079526,3968.92537327546,38,4.343886045009469,15.341971968745483,9,0.1,Bankruptcy,-282.4974375305025
49,120,1780288.5163124802,17550376.78981847,1359.5203044459804,5335.329686206283,139,11.129913173242636,-88.56282181245038,45,0.1,Time Limit,-844.8196271783507
50,22,179337.50184355502,-27932.042009975645,306.43916263394595,4416.746648006987,29,3.7541300855174313,7.398987308343212,10,0.1,Bankruptcy,-191.37751048243365
51,22,178497.6267891267,-38535.41222768949,80.7382354720391,4794.740785566303,31,5.08819750343743,61.44439433481304,13,0.1,Bankruptcy,-206.30080478733078
52,120,1308884.6718733972,6053699.148330667,420.21578335909703,4268.281503918913,120,17.506779243620805,-69.13207247394928,31,0.1,Time Limit,-802.211748345451
53,120,1414397.9252878842,9286721.014552359,117.09218443218509,2850.580974122237,129,15.22377454096439,-135.4779297079212,18,0.1,Time Limit,-826.2105982325775
54,120,1314677.4863325038,6468424.254215781,316.7832027035089,3990.9598533270478,117,15.704929611259326,-100.20882985316743,31,0.1,Time Limit,-836.3937842780713
55,120,1525749.4788773414,21050643.50902268,1091.0734710247077,5876.205574996999,122,13.938861228997549,-149.44826200183266,29,0.1,Time Limit,-880.8766270947415
56,48,379693.7363686572,-15551.216216717381,1640.277343932293,5119.9212855548785,46,10.620867550778506,5.259458295706246,15,0.1,Bankruptcy,-346.36938900466976
57,120,1556636.3976368126,22371520.36250814,309.0557537571996,5129.918335613863,116,17.410946130068762,-194.83529045596933,19,0.1,Time Limit,-844.9173292954754
58,120,1607325.4063885114,14707198.226234159,328.79629937719835,6499.89453486267,131,12.747390819780914,-151.04915004335012,36,0.1,Time Limit,-824.0895417502068
59,120,1174943.0862550233,1030770.6299653584,102.0806007958338,2567.1239862185716,133,16.885945771270126,-181.20574736082304,38,0.1,Time Limit,-811.2112607302134
60,21,143720.77265947455,-8659.826957338664,730.4161747864499,6391.575482707644,25,3.0,83.04736880986871,13,0.1,Bankruptcy,-199.9832000327436
61,120,1282375.719448452,9195258.549360158,126.16416641165686,4191.157420899402,106,15.412520081368134,-115.95329782517672,38,0.1,Time Limit,-870.6386085564064
62,120,1322704.3159211192,12727506.615036555,165.59398366116062,2989.8327038613816,126,20.365478034114986,-104.06566899865234,20,0.1,Time Limit,-813.4902075257362
63,38,317576.1679834191,-5112.244952097011,295.93840900340797,5240.602354701196,41,8.405360792951212,80.26140235258282,16,0.1,Bankruptcy,-299.3009972190794
64,120,1349132.9911596598,11667895.688949,164.37455061530784,4001.9215616355214,118,14.54542822741754,-68.47666592456844,35,0.1,Time Limit,-790.4381901200796
65,120,1537783.4165017605,12726609.350879235,401.455227256685,6441.4763746374465,129,16.22570366671301,-88.92101620042574,22,0.1,Time Limit,-835.4225390118847
66,50,383595.71905349736,-22574.66885763989,59.37992167895593,3626.9591693972675,51,6.699395731396626,24.940363042917213,22,0.1,Bankruptcy,-394.39267713819527
67,120,1499743.1462004373,22086696.200134795,218.51539573887283,3475.306551978956,113,17.15646795679071,-135.52665588184766,33,0.1,Time Limit,-806.272943494882
68,120,1217716.782062722,10620160.918930644,151.70456128806904,3532.0231995873664,104,12.183182239112023,-98.43696045476341,29,0.1,Time Limit,-822.4574514777961
69,32,305548.57737361145,-12325.680263747403,130.8346848572952,4572.460051871042,40,5.82872372814375,55.716595519248024,13,0.1,Bankruptcy,-243.51200651483254
70,32,216226.38151293556,-10781.603367744246,461.433558873997,4299.335094592983,36,8.354796618279916,74.51908449400877,13,0.1,Bankruptcy,-259.5777152600434
71,40,226857.3148538961,-107813.25114821008,110.25421784136581,2775.5853391769497,41,8.080571179490214,55.09042532385875,12,0.1,Bankruptcy,-323.99312358471707
72,120,1411817.2158518494,10790991.066479681,77.48776462938405,3797.9100681540635,120,17.43031685184534,-149.4078058982666,20,0.1,Time Limit,-838.744740409293
73,120,1559689.6435345006,30069529.286505263,115.93057605647047,2868.1031962000293,128,15.650790874334815,-77.51588542476975,33,0.1,Time Limit,-789.8902161061294
74,53,354932.71427803737,-44670.779849387356,398.17392359181304,4235.2536067826195,51,6.398982585117819,-171.49013314257547,19,0.1,Bankruptcy,-430.52130339599347
75,120,1697222.171133534,31590582.154542886,316.48212505997645,6248.012929053102,105,15.997848602806496,-98.1623305567802,26,0.1,Time Limit,-870.3970552675006
76,120,1256498.3097111753,18276087.920642152,145.95867241268326,2230.0746211038763,112,18.663118321757416,13.349877661811622,20,0.1,Time Limit,-840.1838088217611
77,120,1227826.4339823865,31729687.49846988,176.63775595236862,3292.84028179957,99,16.696670941292005,-11.660618392125295,23,0.1,Time Limit,-818.1160310579093
78,120,1344720.6753214868,13116815.754096288,131.1195429300868,3102.1734594213426,116,16.13460230662947,13.685346159470509,37,0.1,Time Limit,-881.6610727367618
79,120,1602626.8951968506,14906038.584427746,341.1763489753045,7594.308011321833,125,14.736741144189677,-138.31681994291574,24,0.1,Time Limit,-797.4137203703807
80,120,1164532.5182094418,9221971.741684223,89.77715993428733,2662.349148488423,125,7.947953861046227,-102.25776537672527,21,0.1,Time Limit,-820.5237330230448
81,38,278624.8388857122,-5445.482299355848,14094.7826050422,4099.203054700513,43,12.142800039116699,10.760374402718178,14,0.1,Bankruptcy,-304.76062858737663
82,25,200494.48225115155,-13654.81034711501,183.1200531787968,3817.199851929186,31,5.630008675181922,100.0,17,0.1,Bankruptcy,-212.14535015436266
83,120,1827549.8157401716,32381055.7926647,6303.834879011953,5926.171913207348,123,19.823327070562364,-91.01206549830684,28,0.1,Time Limit,-873.5547091162731
84,120,1236952.4635243798,9749273.230657168,120.7812209381736,4289.566963067192,116,15.357467180180537,-124.89350732326794,20,0.1,Time Limit,-885.0068902541572
85,26,190649.3376557722,-26787.961058807385,3113.0408274462234,4470.104817107144,32,4.105670222630131,30.18085087025205,12,0.1,Bankruptcy,-208.7481650811396
86,120,1446477.9308561163,20942849.46975902,372.66906139493966,3864.2420180410563,112,11.94892208832282,-66.0419225014875,28,0.1,Time Limit,-803.2343856360297
87,34,260151.6529832851,-19621.702394548396,1019.1691224787689,4275.528473600883,37,3.5068457786496383,37.39024762868541,15,0.1,Bankruptcy,-312.80355392296167
88,120,1309409.1478173898,10816066.473517444,482.55084765486066,3974.305656363695,122,15.362218239389911,-63.83581505895994,29,0.1,Time Limit,-836.2319823866279
89,20,160402.8686895308,-32667.25637107779,111.29731958784762,3177.32215983766,25,5.523017474716655,40.750615888629724,10,0.1,Bankruptcy,-177.90310526043214
90,120,1825474.9713599065,35944465.47689081,215.05328077141175,5229.755932110024,120,16.53466210790847,-155.78167806319098,27,0.1,Time Limit,-824.7136310590218
91,38,332596.5817009312,-16486.747162864718,97.40148919550086,3508.5353389612915,47,3.653798383658346,55.403717134464365,8,0.1,Bankruptcy,-318.34686402257785
92,120,1874341.3172460964,20914095.762778558,234.94937023935458,6326.474681636073,129,13.468299721075013,-61.968949954093446,30,0.1,Time Limit,-788.8785724820233
93,120,1977522.4317685214,39656001.17362794,1473.0082016898953,7306.76413082472,123,10.123652981234809,-276.87098029422566,27,0.1,Time Limit,-813.7988299557175
94,120,1345083.3604885556,10193373.691198181,1045.6989090548398,2849.443021004195,125,13.621774907189302,-93.85770822336684,28,0.1,Time Limit,-858.8762905942385
95,26,229728.11472089757,-14498.741802412318,520.6044356760049,6354.204030423634,33,5.541752335625567,84.97364652432123,10,0.1,Bankruptcy,-198.1687792070401
96,120,1520805.9043320504,14355570.961947668,116.15776848529045,4828.3539595193715,123,14.354681153689576,-168.9039744350166,33,0.1,Time Limit,-806.1154553089631
97,35,241743.79828046952,-50130.50508914207,169.7262179274246,4635.50875538034,35,3.0,-6.494424140376921,20,0.1,Bankruptcy,-274.9865033117984
98,25,197159.67225454896,-23478.343433951522,85.70200810248087,4105.518765476274,28,7.838072588918087,47.78241122834284,9,0.1,Bankruptcy,-207.09247011654531
99,120,1753823.8697825132,18544017.874801338,393.18920897287137,3793.1847844080053,139,13.172545725319305,-71.12980524047632,19,0.1,Time Limit,-792.4904042364572
