scenario_id,scenario_label,policy,episode,seed,steps,cause,total_reward,final_mrr,final_cash,final_cac,final_ltv,final_ltv_cac,final_headcount,final_valuation_multiple,final_unemployment,final_innovation_factor,depression_months,avg_rule_40,pct_above_40,shock_count,recovered_shock_count,recovered_shock_rate_pct,mean_recovery_time_months,median_recovery_time_months,post_shock_avg_rule40_25_60,oracle_refresh_requests,cadence_refreshes,event_refreshes,cache_hits,llm_calls
boardroom,Boardroom Baseline,boardroom,10,10,120,Time Limit,-1480.6083509713758,1389039.2089905269,45236104.56178261,183.35030280012393,498.06758652874584,2.716480850711795,86,0.5252789947049405,25.5,0.3638388763416731,89,-53.765647419300635,0.0,3,2,66.66666666666666,1.5,1.5,-53.35601716017391,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,11,11,120,Time Limit,-1564.9518587982004,290147.6756917549,6361807.08400483,43.32563063951332,179.6125148672467,4.145641095491375,50,1.0718186604036979,40.5,0.3094518513158039,82,-85.43018542055829,0.0,3,2,66.66666666666666,1.0,1.0,-63.90664635147706,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,12,12,120,Time Limit,-1283.3922754014152,1058000.655092348,107979190.48361492,76.35656754472033,126.38075749804487,1.6551393228097437,75,0.8370862531538332,17.5,0.4070387849252248,38,-36.01051273046034,0.0,3,3,100.0,1.6666666666666667,1.0,-34.511431843263786,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,13,13,120,Time Limit,-1491.7379245013954,1916718.3758063656,59036635.935523205,192.94725461071064,400.39510040587464,2.0751531355743293,89,1.2948641784715105,20.0,0.38485137997564417,94,-48.34221535915522,0.0,3,2,66.66666666666666,6.0,6.0,-48.97941108155527,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,14,14,120,Time Limit,-1588.1638045375137,355287.4956144524,16700966.33197489,150.256347144904,243.0169724458295,1.6173491307589765,78,0.9258628301408492,37.5,0.30940354813998144,84,-80.39681485007107,0.0,3,2,66.66666666666666,2.5,2.5,-48.4507692405114,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,15,15,120,Time Limit,-1266.6364213319068,1700275.8141126551,71393618.62028217,48.245452395906014,137.80070951084113,2.8562424574245373,78,0.6834004654703412,20.5,0.3869852781867884,56,-43.79509999638129,0.0,3,3,100.0,7.666666666666667,3.0,-38.271022926775494,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,16,16,120,Time Limit,-1295.0022943225565,5148187.6765358895,132553393.45986883,275.6436924871055,421.8330366850012,1.530356210508007,89,0.8825264085547955,25.0,0.4497370259606227,72,-35.68505580554783,0.0,3,3,100.0,2.3333333333333335,3.0,-37.06444871670926,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,17,17,120,Time Limit,-1521.7331739194076,1003285.8982968106,53464192.8836407,183.51615503749136,495.160569803298,2.6981851799485415,75,1.2721613529373095,30.5,0.3372909663332502,83,-47.56295852339751,0.0,3,0,0.0,,,-38.33917403062611,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,18,18,120,Time Limit,-978.0680167915542,2145299.2576821474,118259337.9002166,118.96959689952456,186.80635029135948,1.5702024312070777,90,2.7611349364520064,12.5,0.5646952032929418,20,-34.679537193084315,0.0,3,3,100.0,1.3333333333333333,1.0,-34.15202507729243,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,19,19,120,Time Limit,-1356.8938794615153,3371969.464573601,82610713.59710716,144.18188661680549,497.2642433633613,3.4488676423339393,109,0.7610403163387518,27.0,0.4202893148139522,96,-45.39460246360185,0.0,3,3,100.0,1.6666666666666667,1.0,-50.13660717313999,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,20,20,120,Time Limit,-1547.643002251973,389011.26294914546,36110294.45581951,154.36605863375945,357.8665172504437,2.3182979498070777,72,0.8374351579886019,33.0,0.311927581134331,60,-60.36308998608327,0.0,3,1,33.33333333333333,1.0,1.0,-41.06236318931562,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,21,21,120,Time Limit,-1570.0184264590516,238087.43582374704,31023857.541124377,79.490940463914,190.5338118542611,2.3969248664350187,64,1.2423822757097605,20.0,0.3139410151073329,70,-70.38587708589833,0.0,3,2,66.66666666666666,1.0,1.0,-41.90500169255556,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,22,22,120,Time Limit,-1343.3396845181096,3233576.2100509596,90988823.41115354,132.1655523412748,328.45429740727997,2.4851732663224753,99,0.4567872688165678,24.5,0.42052613745373607,83,-41.32968143685817,0.0,3,3,100.0,20.666666666666668,1.0,-43.29290731650073,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,23,23,120,Time Limit,-1567.2589032579467,703215.5246314993,40985202.339584544,743.296576950012,1091.6061224931736,1.4686010353665144,71,1.2674115270222557,34.5,0.3147777756709585,80,-53.651614180699546,0.0,3,0,0.0,,,-42.34199936355955,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,24,24,120,Time Limit,-1318.3955348363704,979582.5513842658,58844164.11576733,58.496985931771135,107.3794420472898,1.835640594757027,76,0.8577762752764508,25.5,0.3605557661479657,59,-46.71786335225908,0.0,3,3,100.0,3.6666666666666665,3.0,-41.29374959276799,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,25,25,120,Time Limit,-1299.8359049061744,5044148.9601434935,123975091.75832419,303.18142701148,624.1997368717741,2.058832373158989,104,1.1297404023500073,32.0,0.4473539548234774,88,-38.34698508838983,0.0,3,3,100.0,31.333333333333332,23.0,-42.276481943739164,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,26,26,120,Time Limit,-1662.57953274808,240212.70671017747,8725807.457396489,402.6264623772934,456.6940004533804,1.134287095182088,65,0.697636653750688,39.0,0.30931886132054986,90,-90.39509983711393,0.0,3,2,66.66666666666666,2.0,2.0,-58.03432260412327,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,27,27,120,Time Limit,-1436.508953044508,576371.0241190395,12942337.915885478,77.00389666979925,182.1784063189097,2.365833603202053,78,1.5943640386863236,27.0,0.3098889016001935,87,-75.13341345691188,0.0,3,0,0.0,,,-58.30265285407423,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,28,28,120,Time Limit,-1349.7006567134126,2981018.467254578,77909158.00689729,235.26695324892106,660.9148911392638,2.8092126072631696,97,1.0479884761878644,20.5,0.41355826237529436,80,-44.492325366406554,0.0,3,3,100.0,3.3333333333333335,4.0,-47.299509901747115,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,29,29,120,Time Limit,-1633.7422646518971,1154124.882622361,61976246.635053635,565.774558819435,985.922519341062,1.7426066689854742,62,0.8073999283754971,33.5,0.35095445749448956,85,-43.33516573340448,0.0,3,2,66.66666666666666,1.5,1.5,-40.76454963602356,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,30,30,120,Time Limit,-1549.2566601953226,585545.1824465657,20840971.684210423,24.222801324446174,51.82397898690156,2.139470918031255,79,0.5815323057335864,29.5,0.3093869408310516,107,-68.1244477762811,0.0,3,2,66.66666666666666,1.0,1.0,-56.85303020233788,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,31,31,120,Time Limit,-1305.1046277429007,2776643.8948588995,80520597.3740868,156.3847034171147,483.4065440485727,3.091137006918215,97,1.86205256914445,15.5,0.41167335123383436,70,-43.17385767886181,0.0,3,3,100.0,14.333333333333334,11.0,-44.96559665983122,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,32,32,120,Time Limit,-1652.4099286670498,199133.55539344065,2416265.4829021804,270.10721793095786,482.33402111189406,1.7857131875505212,46,0.8607362820771438,45.5,0.3093189096241243,78,-101.19467164385118,0.0,3,1,33.33333333333333,4.0,4.0,-64.78568493040943,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,33,33,120,Time Limit,-1593.7349731688432,330603.36808954785,9473008.60424791,12.973709651505203,84.66536246783622,6.525917778498564,74,1.1751295759949456,25.0,0.3094517296553551,92,-86.68011006064077,0.0,3,2,66.66666666666666,6.5,6.5,-56.61228935258991,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,34,34,120,Time Limit,-1348.8914848222828,2657049.6445809472,75533759.5623622,166.47574312117635,562.7538886006633,3.380395714413717,97,0.875641270424999,23.5,0.4048393107635827,79,-43.95846972868249,0.0,3,3,100.0,34.333333333333336,15.0,-43.67980718157057,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,35,35,120,Time Limit,-1684.8459923854195,256249.70211889377,8157429.720755241,112.57189979225775,392.3647824514799,3.485459365752529,65,0.6537287545935437,43.5,0.30925968085133115,93,-90.42463829930293,0.0,3,1,33.33333333333333,1.0,1.0,-59.27131878445474,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,36,36,120,Time Limit,-1146.945041521217,3400232.2105863746,123991761.06359911,296.48650249902096,169.37274081057575,0.5712662781710781,81,0.8231743817098863,23.0,0.4534938926756764,40,-34.260980964591745,0.0,3,3,100.0,2.6666666666666665,2.0,-34.398653682014185,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,37,37,120,Time Limit,-1458.6933334282287,2422117.447341068,53055254.01049746,60.08971495470425,510.1848915942559,8.490386282891079,104,0.914938958481565,25.0,0.3923270270573644,109,-53.465260812607326,0.0,3,3,100.0,34.333333333333336,9.0,-53.272920442532964,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,38,38,120,Time Limit,-1456.0308006462305,997886.056554619,36626209.96392022,121.30386631059498,346.41755169976375,2.855783267556961,81,1.5311363444572166,34.5,0.3319489307400671,78,-56.16399981061242,0.0,3,1,33.33333333333333,3.0,3.0,-50.17764732694604,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,39,39,111,Bankruptcy,-1630.3274175411912,20041.07571477126,-337494.10258993343,0.0,174.94712113924143,0.0,47,0.8576655906854298,26.0,0.30839720190598513,76,-261.3816698854826,0.0,3,0,0.0,,,-62.085214633595214,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,40,40,120,Time Limit,-1532.825206096911,2041459.9471709507,81443499.44807525,1331.6973972758367,923.0420377605344,0.6931319680046977,83,0.840201805183445,27.5,0.39985087146899506,96,-41.76585252501651,0.0,3,2,66.66666666666666,13.0,13.0,-43.58479189646976,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,41,41,120,Time Limit,-1543.0850275887055,692982.8512267811,39505190.9052463,579.1298384919611,1264.587253470937,2.1835988571472833,69,1.2477045962302062,33.0,0.31340877981287957,65,-54.35584192981473,0.0,3,2,66.66666666666666,1.0,1.0,-42.638752456528906,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,42,42,120,Time Limit,-1574.8091222052283,226467.7938314429,21161081.490406,76.85885072391035,177.60879308429008,2.310843727318928,76,1.2691042381897464,21.5,0.31084085779078857,92,-82.26374054745969,0.0,3,3,100.0,1.6666666666666667,1.0,-48.11910259035218,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,43,43,120,Time Limit,-1391.4752187811018,1717892.7009004673,57492740.27999725,128.245733753448,400.5179049118109,3.1230505155189427,87,0.8710199339320741,30.5,0.3832442190091781,72,-48.984525477921274,0.0,3,3,100.0,7.0,9.0,-45.492365880794765,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,44,44,120,Time Limit,-1761.556981169882,149247.27197542627,13901052.22905536,661.5217908672563,304.979279751847,0.46102680812981023,63,1.0995691423159972,39.0,0.3094517307166289,88,-97.68884652463134,0.0,3,1,33.33333333333333,4.0,4.0,-46.690893500053676,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,45,45,120,Time Limit,-1386.2213343146434,249393.7774077551,47627218.603672676,90.3489786776123,149.09925243096833,1.6502594120404137,67,0.8949592497310751,22.5,0.34897197202399194,43,-62.29474267285694,0.0,3,2,66.66666666666666,1.0,1.0,-36.49432503751384,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,46,46,120,Time Limit,-1366.806791444088,4210355.545692281,96788523.56986639,179.71783381470698,792.1965373039963,4.408001813113151,104,0.7358808442541658,32.5,0.43292233299955724,96,-43.25180688109855,0.0,3,3,100.0,20.333333333333332,1.0,-48.60019674952508,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,47,47,120,Time Limit,-1536.3025446232423,201158.99697242465,3920469.3946709614,236.89748737415147,459.2952712048276,1.9387933417775143,62,0.992629752524676,33.0,0.31108507504824756,68,-106.09805582910326,0.0,3,2,66.66666666666666,2.5,2.5,-55.996189676769376,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,48,48,120,Time Limit,-1198.8654497547652,2829097.1782392403,86978300.93982102,105.16241953525291,292.26250182572073,2.779153457264717,98,2.1407421227520036,17.5,0.4141255068390302,78,-41.884874710989166,0.0,3,3,100.0,25.666666666666668,6.0,-42.64147736885217,0,0,0,0,0
boardroom,Boardroom Baseline,boardroom,49,49,120,Time Limit,-1379.5658036201578,1985779.873009811,56105233.99621602,245.08252575498952,461.0484822063907,1.8811968776072745,88,1.128471412193194,22.0,0.3850790719728827,72,-48.94177439570855,0.0,3,3,100.0,6.0,3.0,-48.07085123607462,0,0,0,0,0
oracle_v1,Oracle v1,oracle_v1,0,0,120,Time Limit,-1550.6690534440102,16856.492604011542,45778673.5400123,133.28382003475053,151.56491607701386,1.137159154333189,62,0.7545852694965045,18.5,0.3353202273123773,49,-265.06699644828706,0.0,3,1,33.33333333333333,3.0,3.0,-31.532823013773857,47,23,23,5,42
oracle_v1,Oracle v1,oracle_v1,1,1,120,Time Limit,-1512.6551137791928,1202971.6269470998,72005052.75949861,626.7373112043165,1244.4371201356655,1.9855800793866871,70,1.2136125553903807,24.5,0.35752668110919833,74,-41.364699983013,0.0,3,2,66.66666666666666,1.0,1.0,-33.65024478932417,39,23,15,3,36
oracle_v1,Oracle v1,oracle_v1,2,2,120,Time Limit,-1641.8280247561936,2064289.3538514362,97052829.49868564,523.3821769659692,1269.102208185917,2.4248097547816103,62,1.767365396068711,34.0,0.39205704178214545,93,-33.87195639432087,0.0,3,3,100.0,6.666666666666667,7.0,-32.757144839085896,35,23,11,1,34
oracle_v1,Oracle v1,oracle_v1,3,3,120,Time Limit,-1772.2564517442484,323558.44174327416,48760634.2833899,161.81328698695646,430.3958397123652,2.6598300283403726,62,0.5561222371462791,29.5,0.3316816724108639,102,-55.47557213661427,0.0,3,2,66.66666666666666,3.5,3.5,-39.86362321656032,49,23,25,5,44
oracle_v1,Oracle v1,oracle_v1,4,4,120,Time Limit,-1164.8586471614285,9553539.077508025,260669361.80425784,518.5465452500067,594.3294918562693,1.1461449262374805,90,1.0229757167841267,24.5,0.48203307944880747,72,-23.334389128831862,0.0,3,3,100.0,21.333333333333332,3.0,-26.344211928376833,39,23,15,3,36
oracle_v1,Oracle v1,oracle_v1,5,5,120,Time Limit,-1625.9693026478078,658478.5454490833,59935281.58841902,205.179117341823,413.8236821821696,2.016889864540894,67,0.848352504862432,38.0,0.3336614866305268,91,-45.61410011774843,0.0,3,2,66.66666666666666,2.0,2.0,-37.95977883286527,39,23,15,4,35
oracle_v1,Oracle v1,oracle_v1,6,6,120,Time Limit,-1754.1112584831437,34758.60597038888,39710231.47369474,47.08834704011266,100.7297012815523,2.1391640950094244,60,1.1097674951210392,23.0,0.31291775273279826,79,-163.95999199749127,0.0,3,2,66.66666666666666,2.0,2.0,-33.14389657306026,48,23,24,3,45
oracle_v1,Oracle v1,oracle_v1,7,7,120,Time Limit,-1449.0732555883067,2813228.215141248,82756182.6453593,890.3981253107945,799.0356275943415,0.8973914082708082,94,1.1294695404185615,21.0,0.4103006806494806,96,-43.76274537522912,0.0,3,3,100.0,1.6666666666666667,1.0,-45.00227761796834,36,23,12,1,35
oracle_v1,Oracle v1,oracle_v1,8,8,120,Time Limit,-1581.8499604292788,274913.2221393032,25651768.918982785,109.3529564675176,354.77229568193496,3.2442862739364267,77,0.8015706223358455,38.0,0.32378991923293976,67,-74.35830616719993,0.0,3,2,66.66666666666666,4.5,4.5,-44.75858394314103,43,23,19,5,38
oracle_v1,Oracle v1,oracle_v1,9,9,120,Time Limit,-1618.833536854648,378071.41000674973,27080650.180682242,91.20612741790387,87.68930156297615,0.9614409036487898,78,0.4747429450578612,30.5,0.32393960181373266,99,-68.1911806484777,0.0,3,2,66.66666666666666,1.0,1.0,-49.31457796582376,40,23,16,3,37
oracle_v1,Oracle v1,oracle_v1,10,10,120,Time Limit,-1507.4543421959606,2431158.6449531135,87220232.61793329,418.61063542847614,894.8714513845043,2.1377179069245176,80,0.5252789947049405,25.5,0.4062599012593014,89,-40.88670475684669,0.0,3,3,100.0,3.0,1.0,-42.96108204695749,40,23,16,5,35
oracle_v1,Oracle v1,oracle_v1,11,11,120,Time Limit,-1567.590289628443,348557.1944318133,9046182.049132556,40.68058308655539,155.63268673743138,3.825724090687057,69,1.0718186604036979,40.5,0.32282165763687787,82,-83.82221681522861,0.0,3,2,66.66666666666666,4.0,4.0,-60.50285904290448,39,23,15,2,37
oracle_v1,Oracle v1,oracle_v1,12,12,120,Time Limit,-1297.9938276814405,1709214.9620307826,198255573.6196454,134.68843733750467,164.15940292139783,1.2188084305265514,72,0.8370862531538332,17.5,0.4407773698210259,38,-24.77848544871092,0.0,3,3,100.0,1.0,1.0,-23.770871914788827,40,23,16,2,38
oracle_v1,Oracle v1,oracle_v1,13,13,120,Time Limit,-1515.1958289040185,3039881.0046706717,111107683.06659366,377.1145418181816,619.4243361749503,1.6425363317694435,83,1.2948641784715105,20.0,0.42135797145603276,94,-35.27530205329889,0.0,3,3,100.0,4.333333333333333,1.0,-37.51940557673256,31,23,7,1,30
oracle_v1,Oracle v1,oracle_v1,14,14,120,Time Limit,-1676.7820558408964,875654.2172161107,71712500.94888788,594.4947392056988,649.8083297672638,1.0930430278247192,63,0.9258628301408492,37.5,0.33596744558964453,84,-41.00475243920557,0.0,3,2,66.66666666666666,2.5,2.5,-33.295374727410994,35,23,11,2,33
oracle_v1,Oracle v1,oracle_v1,15,15,120,Time Limit,-1323.4046433618428,2967839.8257897017,130389829.12295932,119.70579393083081,255.31119497584967,2.1328223688435273,68,0.6834004654703412,20.5,0.42857197462008273,56,-33.783659260090865,0.0,3,2,66.66666666666666,1.5,1.5,-30.79978469669596,36,23,12,3,33
oracle_v1,Oracle v1,oracle_v1,16,16,120,Time Limit,-1258.8026907399458,8563983.454546668,239023540.1364798,560.5597833288733,586.9760366008481,1.0471247743016854,86,0.8825264085547955,25.0,0.4781189946599936,72,-25.49129375466035,0.0,3,3,100.0,1.3333333333333333,1.0,-26.401763322864085,38,23,14,3,35
oracle_v1,Oracle v1,oracle_v1,17,17,120,Time Limit,-1642.0336649126277,2341072.117460984,119347311.2876945,810.3638449806222,1291.6091847229898,1.5938632908207737,59,1.2721613529373095,30.5,0.4034065003278307,83,-30.348278764340755,0.0,3,2,66.66666666666666,11.5,11.5,-28.625665600801042,33,23,9,2,31
oracle_v1,Oracle v1,oracle_v1,18,18,120,Time Limit,-944.625857739463,3583800.0298293782,224543350.7331222,217.92324240704176,228.3906570594914,1.0480325757676565,90,2.7611349364520064,12.5,0.5817563139157463,20,-23.61889109965109,0.0,3,3,100.0,2.6666666666666665,1.0,-24.13321064618405,35,23,11,2,33
oracle_v1,Oracle v1,oracle_v1,19,19,120,Time Limit,-1330.3249602585836,4727856.874894767,127660015.46429294,231.98206705597772,660.1477804200985,2.8456845341446306,108,0.7610403163387518,27.0,0.4444402269460695,96,-37.33511903622458,0.0,3,3,100.0,1.0,1.0,-43.02389671144339,38,23,14,2,36
oracle_v1,Oracle v1,oracle_v1,20,20,120,Time Limit,-1655.9234511385064,910585.8938187804,92490851.9609967,527.000470541081,1003.0488789002287,1.9033168563784775,54,0.8374351579886019,33.0,0.3483139231399435,60,-33.66832660678584,0.0,3,2,66.66666666666666,7.0,7.0,-28.210920606131474,38,23,14,4,34
oracle_v1,Oracle v1,oracle_v1,21,21,120,Time Limit,-1615.7854876521453,408807.50484382827,68647269.20858698,120.17098000516157,249.55867557904105,2.0766966830787434,62,1.2423822757097605,20.0,0.3329429565547161,70,-47.52731177181161,0.0,3,2,66.66666666666666,1.0,1.0,-30.51134469677892,39,23,15,3,36
oracle_v1,Oracle v1,oracle_v1,22,22,120,Time Limit,-1324.9818633618959,6153884.270145137,185308809.54320848,360.8605438247132,593.6290937610025,1.645037408271922,91,0.4567872688165678,24.5,0.4608701873154162,83,-27.60855878832824,0.0,3,3,100.0,20.666666666666668,1.0,-29.966130308902784,39,23,15,2,37
oracle_v1,Oracle v1,oracle_v1,23,23,120,Time Limit,-1596.399689033254,1373592.1845146425,86884340.20784011,1775.535989971591,1690.609567482786,0.9521685716490804,65,1.2674115270222557,34.5,0.3670150287923687,80,-36.785508676295564,0.0,3,0,0.0,,,-31.766569407438244,35,23,11,3,32
oracle_v1,Oracle v1,oracle_v1,24,24,120,Time Limit,-1369.5204211900214,1760714.3593021473,116692645.36856629,155.9430885392117,220.58566275083322,1.414526702126765,66,0.8577762752764508,25.5,0.40906085964476663,59,-32.82498984602144,0.0,3,3,100.0,2.6666666666666665,3.0,-33.16287014181328,42,23,18,5,37
oracle_v1,Oracle v1,oracle_v1,25,25,120,Time Limit,-1256.4013891798788,7546855.845166083,200625988.74628744,486.7495889415964,784.4461468327694,1.6116010463172525,101,1.1297404023500073,32.0,0.4697756565575609,88,-28.840494124002255,0.0,3,3,100.0,10.333333333333334,6.0,-31.52490316568128,45,23,21,4,41
oracle_v1,Oracle v1,oracle_v1,26,26,120,Time Limit,-1688.3751491444111,326258.1875204276,28873401.736213062,506.7601202702316,625.0498616213351,1.233423540289684,67,0.697636653750688,39.0,0.3272681221019879,90,-67.06353897478363,0.8333333333333334,3,2,66.66666666666666,3.0,3.0,-46.12369354116774,40,23,16,8,32
oracle_v1,Oracle v1,oracle_v1,27,27,120,Time Limit,-1465.657845168828,873820.9582178957,35657232.99639889,147.6682458748445,287.4756570909806,1.9467669260094629,82,1.5943640386863236,27.0,0.3304333839310994,87,-56.069730116259294,0.0,3,2,66.66666666666666,2.5,2.5,-48.17367822112929,39,23,15,5,34
oracle_v1,Oracle v1,oracle_v1,28,28,120,Time Limit,-1376.3480643657156,5842086.844108943,171614760.932006,1006.6647422148383,1771.2549398284884,1.7595281383665213,81,1.0479884761878644,20.5,0.4582820817343549,80,-29.281399924280194,0.0,3,3,100.0,2.3333333333333335,1.0,-33.69816135210013,34,23,10,5,29
oracle_v1,Oracle v1,oracle_v1,29,29,120,Time Limit,-1657.211905363253,2009560.6300497756,121614860.05190535,1092.6917762808127,1412.9425410805845,1.2930842637891968,60,0.8073999283754971,33.5,0.3996047164738597,85,-30.336405523431896,0.0,3,2,66.66666666666666,1.5,1.5,-29.98524656554764,37,23,13,2,35
oracle_v1,Oracle v1,oracle_v1,30,30,120,Time Limit,-1572.6895689799483,892744.0961044469,36887137.09495524,29.297889261171733,68.35089130174242,2.3329629889866275,80,0.5815323057335864,29.5,0.3343266169728475,107,-57.40318408019222,0.0,3,1,33.33333333333333,1.0,1.0,-54.55390802999014,45,23,21,2,43
oracle_v1,Oracle v1,oracle_v1,31,31,120,Time Limit,-1328.8527399342656,5438529.682231916,164480269.46820876,494.95602323160165,998.5711597379095,2.017494712395195,86,1.86205256914445,15.5,0.4554330461882186,70,-29.614538999654858,0.0,3,3,100.0,13.666666666666666,9.0,-31.781614964735265,33,23,9,2,31
oracle_v1,Oracle v1,oracle_v1,32,32,120,Time Limit,-1667.997347158777,252325.72625164632,8264225.270418914,444.6533890303184,590.4587630268311,1.327907933670491,64,0.8607362820771438,45.5,0.32016786508190365,78,-93.1533530644994,0.0,3,2,66.66666666666666,5.0,5.0,-56.0652943895655,45,23,21,7,38
oracle_v1,Oracle v1,oracle_v1,33,33,120,Time Limit,-1587.4251113502085,585801.3841520902,35647230.75864794,25.991550214690744,134.90897126392198,5.190493454587013,77,1.1751295759949456,25.0,0.3221199980181222,92,-59.99598789845317,0.0,3,3,100.0,7.0,7.0,-44.23468859594165,39,23,15,8,31
