scenario_id,scenario_label,policy,month,reward_mean,reward_std,rule40_mean,rule40_std,n,reward_ci95,rule40_ci95
boardroom,Boardroom Baseline,boardroom,0,-6.530484753715549,1.376908514397184,-57.618834991771664,31.96258467595634,50,0.3816595682606675,8.859576464498238
boardroom,Boardroom Baseline,boardroom,1,-6.914937260909507,0.012649216975750954,-66.06751948313551,21.67447645521343,50,0.0035061840632993686,6.007858357818635
boardroom,Boardroom Baseline,boardroom,2,-6.899783451146923,0.018440338960479145,-66.93620324942486,24.500675085520996,50,0.005111401180722651,6.791240650675114
boardroom,Boardroom Baseline,boardroom,3,-6.883213171810565,0.021451554579907314,-62.65594999542408,21.973289830350346,50,0.005946067566494755,6.090685199655108
boardroom,Boardroom Baseline,boardroom,4,-6.866365621897837,0.02322429440291908,-60.28657224830395,15.019418524964676,50,0.00643744597574613,4.163170413884699
boardroom,Boardroom Baseline,boardroom,5,-6.84912307977605,0.025126639486927952,-49.49167250893974,14.936635883084058,50,0.006964749130497479,4.140224236248876
boardroom,Boardroom Baseline,boardroom,6,-6.831799338341069,0.02888509326600703,-45.95779754305802,11.964519083793137,50,0.008006539366850984,3.3163954904921065
boardroom,Boardroom Baseline,boardroom,7,-6.816397058893611,0.028929171188946754,-45.10166481704704,8.894148035346186,50,0.008018757143749812,2.4653320563587564
boardroom,Boardroom Baseline,boardroom,8,-6.7997718001155825,0.033100125632975465,-42.789932422979,10.328575142774566,50,0.009174886730935817,2.862934965192678
boardroom,Boardroom Baseline,boardroom,9,-6.7820271382163595,0.0342428945870255,-41.958219449495836,10.669042687546773,50,0.009491646124217205,2.9573077537881636
boardroom,Boardroom Baseline,boardroom,10,-6.765338502854759,0.03825590804720614,-40.755320566161856,8.20861036210119,50,0.010603996704246362,2.2753107080546857
boardroom,Boardroom Baseline,boardroom,11,-6.747775243266578,0.04319538531507071,-40.03279528956566,8.266737695454951,50,0.011973149949922905,2.2914227828366864
boardroom,Boardroom Baseline,boardroom,12,-6.731079778510285,0.04693408501311994,-41.19303310725943,7.324108172075738,50,0.013009464634372704,2.0301392094104767
boardroom,Boardroom Baseline,boardroom,13,-6.712431791625673,0.050990652444507456,-39.275214670320814,6.633760038936849,50,0.01413388775928995,1.8387844696522597
boardroom,Boardroom Baseline,boardroom,14,-6.694945411204989,0.054771960355817384,-40.02915306033019,7.065357778752916,50,0.015182012837899854,1.9584172595712015
boardroom,Boardroom Baseline,boardroom,15,-6.6769820608888635,0.05906366330490746,-39.72051114699089,6.449249787794437,50,0.016371612203090694,1.7876408373380166
boardroom,Boardroom Baseline,boardroom,16,-6.660689582941216,0.06153638694462125,-40.33489554571196,5.628254952615823,50,0.017057016227318318,1.560072679350636
boardroom,Boardroom Baseline,boardroom,17,-6.643697962995287,0.06557751550171263,-40.73519791217382,6.328038436532791,50,0.018177159914613758,1.7540427649119301
