scenario_id,Scenario,Survival %,Avg Final MRR,Median Final MRR,Avg Rule-40 Post Shock (25-60),Mean Recovery Time (Mo),Median Recovery Time (Mo),Recovered %,Decision Difference vs Boardroom %,Avg LLM Calls,Avg Cache Hits
boardroom,Boardroom Baseline,98.0,1429703.1353720846,905423.2577341048,-47.4975543678079,8.653846153846153,2.0,69.33333333333334,,0.0,0.0
oracle_v1,Oracle v1,98.0,2419150.26574623,1669409.2482600606,-37.37142539179429,5.722689075630252,2.0,79.33333333333333,98.51443832415289,28.48,2.54
oracle_v3,Oracle v3,98.0,2308141.8087906847,1561587.1334599527,-37.97846270287188,5.114035087719298,2.0,76.0,98.81488900016691,30.16,0.9
